"Adresse","Inhaltstyp","Status-Code","Status","Indexierbarkeit","Indexierbarkeitsstatus","Titel 1","Länge von Titel 1","Pixelbreite von Titel 1","Meta Description 1","Länge von Meta Description 1","Pixelbreite von Meta Description 1","Meta Keywords 1","Länge der Meta Keywords 1","H1-1","Länge von H1-1","H1-2","Länge von H1-2","H2-1","Länge von H2-1","H2-2","Länge von H2-2","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical-Linkelement 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml-Linkelement","Größe (Bytes)","Übertragen (Bytes)","Total Transferred (bytes)","CO₂ (mg)","CO2-Bewertung","Wortanzahl","Sätze zählen","Durchschnittliche Wörter pro Satz","Flesch Reading Ease-Punktzahl","Lesbarkeit","Textanteil","Crawltiefe","Ordnertiefe","Link Score","Inlinks","Einzigartige Inlinks","Einzigartige JS-Inlinks","% von Gesamt","Outlinks","Einzigartige Outlinks","Einzigartige JS-Outlinks","Externe Outlinks","Einzigartige externe Outlinks","Einzigartige externe JS-Outlinks","Engste Ähnlichkeitsübereinstimmung","Anzahl der Nahduplikate","Rechtschreibfehler","Grammatikfehler","Hash","Antwortzeit","Last Modified","Umleitungs-URL","Umleitungs-Typ","Cookies","Language","HTTP-Version","Alternativer Mobil-Link","Kodierte Adresse der URL","Crawlzeitstempel"
"https://www.delst.de/files/theme/cc/certification/logo-academyofsports-400.webp","image/webp","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","6832","6832","6832","2,422","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,022","Thu, 24 Mar 2022 11:53:29 GMT","","","","","1.1","","https://www.delst.de/files/theme/cc/certification/logo-academyofsports-400.webp","2024-08-27 16:32:39"
"https://www.delst.de/de/news/neu-pruefungstraining-wirtschaftsbezogene-qualifikationen-ihk/","text/html; charset=utf-8","200","OK","Indexierbar","","Neu: Intensives Prüfungstraining für Wirtschaftsbezogene Qualifikationen (IHK)","78","707","Mit dem Prüfungstraining haben Teilnehmende die Möglichkeit, sich noch intensiver auf die Teilprüfung zu den Wirtschaftsbezogenen Qualifikationen (IHK) vorzubereiten.","166","1044","","0","Neu: Intensives Prüfungstraining für Wirtschaftsbezogene Qualifikationen (IHK)","78","","0","Jetzt anmelden und durchstarten!","32","Das klingt spannend für dich? Dann informiere dich jetzt!","57","index,follow","","","","","","","","","33429","8456","8456","2,998","","461","93","4,957","39,577","Schwer","15,306","1","3","","21","21","0","6,650","58","35","0","11","11","0","","","","","41627691e151fd4b6afac6fa26f92021","0,303","","","","","de","1.1","","https://www.delst.de/de/news/neu-pruefungstraining-wirtschaftsbezogene-qualifikationen-ihk/","2024-08-27 16:32:39"
"https://www.delst.de/de/studieninfos/","text/html; charset=utf-8","200","OK","Indexierbar","","Studieninfos | DeLSt","20","181","Hier findest du alle wichtigen Informationen zu deiner Ausbildung oder Weiterbildung als Fernstudium beim DeLSt! ▲ Informiere dich jetzt!","137","839","","0","Studieninfos.","13","","0","Informationen zu deinem Fernstudium am DeLSt","44","","0","index,follow","","","https://www.delst.de/de/studieninfos/","","","","","","35422","7982","7982","2,830","","196","43","4,558","36,893","Schwer","8,614","1","2","","966","315","0","99,680","57","38","0","10","10","0","","","","","e93937947474f66281926967822ee225","0,331","","","","","de","1.1","","https://www.delst.de/de/studieninfos/","2024-08-27 16:32:39"
"https://www.delst.de/assets/images/2/top-fernschule-2023-delst-0f956adb.webp","image/webp","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1660","1660","1660","0,588","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,023","Thu, 02 Feb 2023 15:00:49 GMT","","","","","1.1","","https://www.delst.de/assets/images/2/top-fernschule-2023-delst-0f956adb.webp","2024-08-27 16:32:40"
"https://www.delst.de/de/kalender-bildungsberatung/","text/html; charset=utf-8","200","OK","Indexierbar","","Terminvereinbarung der Bildungsberatung","39","376","Vereinbare jetzt einen persönlichen Beratungstermin mit unserer Bildungsberatung. Dein Team des DeLSt unterstützt dich in allen Fragen zu deiner Ausbildung.","156","978","","0","Kalender - Rückruf Bildungsberatung.","36","","0","","0","","0","index,follow","","","https://www.delst.de/de/kalender-bildungsberatung/","","","","","","29850","6880","6880","2,439","","21","7","3,000","50,704","Relativ schwer","5,671","1","2","","435","316","0","100,000","54","34","0","10","10","0","","","","","8b6c1cc850943da48a48c644ea4d40be","0,287","","","","","de","1.1","","https://www.delst.de/de/kalender-bildungsberatung/","2024-08-27 16:32:39"
"https://www.delst.de/files/theme/js/default.js?v=6d00c5b4","application/javascript","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,077","Fri, 10 Dec 2021 10:01:41 GMT","","","","","1.1","","https://www.delst.de/files/theme/js/default.js?v=6d00c5b4","2024-08-27 16:32:40"
"https://www.delst.de/files/contents/logos/logo_delst_rgb.svg","image/svg+xml","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,072","Tue, 02 Apr 2024 09:01:15 GMT","","","","","1.1","","https://www.delst.de/files/contents/logos/logo_delst_rgb.svg","2024-08-27 16:32:40"
"https://www.delst.de/files/theme/js/slider.js?v=7df17f07","application/javascript","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,098","Tue, 22 Aug 2023 08:06:31 GMT","","","","","1.1","","https://www.delst.de/files/theme/js/slider.js?v=7df17f07","2024-08-27 16:32:40"
"https://www.delst.de/files/theme/js/scrolling.js?v=ab3a30ff","application/javascript","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,122","Wed, 10 Nov 2021 08:53:48 GMT","","","","","1.1","","https://www.delst.de/files/theme/js/scrolling.js?v=ab3a30ff","2024-08-27 16:32:40"
"https://www.delst.de/de/ueber-uns/","text/html; charset=utf-8","200","OK","Indexierbar","","Über uns | DeLSt","16","148","DeLSt: Modernes Bildungsinstitut mit staatlich geprüften Fernstudiengängen. ▲ Jetzt informieren!","96","600","","0","Über uns.","9","","0","Willkommen beim Deutschen eLearning Studieninstitut (DeLSt)","59","Das DeLSt - unsere Aufgabengebiete","34","index,follow","","","https://www.delst.de/de/ueber-uns/","","","","","","43152","11028","11028","3,909","","1038","188","5,521","35,699","Schwer","22,970","1","2","","321","315","0","99,680","80","43","0","10","10","0","","","","","b82de164438c6b57ef20695c2f454515","0,247","","","","","de","1.1","","https://www.delst.de/de/ueber-uns/","2024-08-27 16:32:40"
"https://www.delst.de/","text/html; charset=UTF-8","302","Found","Nicht indexierbar","Umgeleitet","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","0","","245","96","0","30,380","0","0","0","0","0","0","","","","","","0,120","","https://www.delst.de/de/","HTTP-Umleitung","","","1.1","","https://www.delst.de/","2024-08-27 16:32:40"
"https://www.delst.de/files/zertifizierungen/awards/fsd-siegel-2024.png","image/png","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","5242","5242","5242","1,858","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,076","Tue, 16 Jan 2024 06:49:19 GMT","","","","","1.1","","https://www.delst.de/files/zertifizierungen/awards/fsd-siegel-2024.png","2024-08-27 16:32:40"
"https://www.delst.de/files/theme/assets/velocity.min.js?v=ab3a30ff","application/javascript","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,057","Wed, 10 Nov 2021 08:53:48 GMT","","","","","1.1","","https://www.delst.de/files/theme/assets/velocity.min.js?v=ab3a30ff","2024-08-27 16:32:40"
"https://www.delst.de/de/foerdermoeglichkeiten/","text/html; charset=utf-8","200","OK","Indexierbar","","Fördermöglichkeiten | DeLSt","27","253","Welche Fördermöglichkeiten gibt es für meine Aus- und Weiterbildung? ✓Aufstiegs-BAFöG ✓Bildungsgutschein ✓Bildungsprämie ▲ Informiere dich jetzt!","145","917","","0","Fördermöglichkeiten.","20","","0","Fördern lassen","14","Weitere Finanzierungswege","25","index,follow","","","https://www.delst.de/de/foerdermoeglichkeiten/","","","","","","35087","8247","8247","2,924","","306","67","4,567","38,529","Schwer","11,421","1","2","","337","315","0","99,680","64","43","0","10","10","0","","","","","f0df9de73bb7aa328ebb5532b465a6ff","0,390","","","","","de","1.1","","https://www.delst.de/de/foerdermoeglichkeiten/","2024-08-27 16:32:40"
"https://www.delst.de/de/lehrgaenge-reiten/","text/html; charset=utf-8","200","OK","Indexierbar","","Reitsport Lehrgänge | DeLSt","27","250","Staatlich zugelassene Lehrgänge im Reiten und anerkannte Ausbildungen im Reitsport ✓Ortsunabhängig ✓Täglich starten ▲ Jetzt beraten lassen!","139","887","","0","Reitsport","9","","0","Zielgerichtete Weiterbildungen im Bereich Reitsport","51","Welcher Lehrgang im Bereich Reitsport ist die richtige für mich?","64","","","","https://www.delst.de/de/lehrgaenge-reiten/","","","","","","39221","9765","9765","3,462","","605","98","6,173","47,310","Schwer","15,600","1","2","","322","315","0","99,680","65","43","0","10","10","0","","","","","1ddb084357c802c50311cbf8cf616ba2","0,327","","","","","de","1.1","","https://www.delst.de/de/lehrgaenge-reiten/","2024-08-27 16:32:40"
"https://www.delst.de/de/ihk-weiterbildung/industriefachwirt-ihk-fernstudium/","text/html; charset=utf-8","200","OK","Indexierbar","","Industriefachwirt IHK Fernstudium | DeLSt","41","375","Dein Abschluss auf Bachelor-Niveau! ✓komplett ortsunabhängig ✓75 % Förderung über Aufstiegs-BAföG ▲ Jetzt kostenfrei testen!","124","793","","0","Industriefachwirt IHK | Fernstudium","35","","0","Informationen zum Fernstudium geprüfter Industriefachwirt (IHK)","63","Berufliche Perspektiven","23","index,follow","","","https://www.delst.de/de/ihk-weiterbildung/industriefachwirt-ihk-fernstudium/","","","","","","555777","34824","34824","12,345","","10184","3908","2,606","38,039","Schwer","15,786","1","3","","27","24","0","7,590","293","54","0","26","24","0","","","","","a39d71bf716431640969d428097f96ca","1,229","","","","","de","1.1","","https://www.delst.de/de/ihk-weiterbildung/industriefachwirt-ihk-fernstudium/","2024-08-27 16:32:39"
"https://www.delst.de/files/theme/js/attributes.js?v=ab3a30ff","application/javascript","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","1,355","Wed, 10 Nov 2021 08:53:48 GMT","","","","","1.1","","https://www.delst.de/files/theme/js/attributes.js?v=ab3a30ff","2024-08-27 16:32:41"
"https://www.delst.de/de/weiterbildung-arbeitsamt/","text/html; charset=utf-8","200","OK","Indexierbar","","AZAV-Maßnahmen mit Bildungsgutschein | DeLSt","44","442","100 % Kostenübernahme für deine AZAV-zugelassene Weiterbildung ✓Täglich starten ✓Vollzeit oder berufsbegleitend ▲ Jetzt anmelden!","129","825","","0","Maßnahmen mit Bildungsgutschein (AZAV)","38","","0","Aus- und Weiterbildung per Bildungsgutschein am DeLSt - der Start in deine Karriere","83","Der Bildungsgutschein - Förderung der kompletten Kosten für deine Weiterbildung","79","","","","https://www.delst.de/de/weiterbildung-arbeitsamt/","","","","","","101766","17085","17085","6,057","","2311","439","5,264","26,142","Sehr schwer","20,242","1","2","","709","315","0","99,680","141","110","0","11","11","0","","","","","e3cc6f50adfb363ec1389c9a49794a2b","2,618","","","","","de","1.1","","https://www.delst.de/de/weiterbildung-arbeitsamt/","2024-08-27 16:32:40"
"https://www.delst.de/files/theme/assets/jquery.matchHeight-min.js?v=ab3a30ff","application/javascript","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,073","Wed, 10 Nov 2021 08:53:48 GMT","","","","","1.1","","https://www.delst.de/files/theme/assets/jquery.matchHeight-min.js?v=ab3a30ff","2024-08-27 16:32:42"
"https://www.delst.de/files/theme/css/customize.min.css?v=35a53b48","text/css","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,075","Fri, 07 Jun 2024 11:29:38 GMT","","","","","1.1","","https://www.delst.de/files/theme/css/customize.min.css?v=35a53b48","2024-08-27 16:32:42"
"https://www.delst.de/files/theme/cc/certification/DIHK-Bildungs-gGmbH-Logo.jpg","image/jpeg","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","7238","7238","7238","2,566","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,090","Tue, 20 Aug 2024 06:57:56 GMT","","","","","1.1","","https://www.delst.de/files/theme/cc/certification/DIHK-Bildungs-gGmbH-Logo.jpg","2024-08-27 16:32:42"
"https://www.delst.de/de/rabattaktionen/think-outside-the-box/","text/html; charset=utf-8","200","OK","Nicht indexierbar","noindex","Think outside the box | DeLSt","29","260","Lerne die Vorzüge der Fernlehre kennen und spare auf deine nächste Aus- oder Weiterbildung! ▲ Jetzt sparen!","107","669","","0","Think outside the box","21","","0","Spare mit dem Code ""OutsideTheBox"" 30% auf ALLE unsere Aus- und Weiterbildungen!","80","Wähle aus den untenstehenden Kategorien deinen Wunschlehrgang aus","65","noindex,nofollow","","","","","","","","","45232","10256","10256","3,636","","650","124","5,242","53,139","Relativ schwer","13,833","1","3","","63","25","0","7,910","68","35","0","15","13","0","","","","","861c9cbfbbda1e1e9844bb9c587b44f6","0,422","","","","","de","1.1","","https://www.delst.de/de/rabattaktionen/think-outside-the-box/","2024-08-27 16:32:42"
"https://www.delst.de/files/theme/css/helper.min.css?v=4614f3c6","text/css","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,066","Fri, 10 Dec 2021 09:14:39 GMT","","","","","1.1","","https://www.delst.de/files/theme/css/helper.min.css?v=4614f3c6","2024-08-27 16:32:42"
"https://www.delst.de/de/rechnungswesen-online/","text/html; charset=utf-8","200","OK","Indexierbar","","Weiterbildungen im Rechnungswesen | DeLSt","41","404","Staatlich geprüft und zugelassene Weiterbildungen im Rechnungswesen ✓Täglich starten ✓Flexibel nebenberuflich oder in Vollzeit ▲ Jetzt Infos sichern!","149","921","","0","Rechnungswesen","14","","0","","0","","0","","","","https://www.delst.de/de/rechnungswesen-online/","","","","","","33298","7720","7720","2,737","","115","33","3,485","52,489","Relativ schwer","7,322","1","2","","636","315","0","99,680","60","41","0","10","10","0","","","","","17652ef4f79aaa6d0c412046a163cfe","0,443","","","","","de","1.1","","https://www.delst.de/de/rechnungswesen-online/","2024-08-27 16:32:42"
"https://www.delst.de/files/theme/js/stickyHeader.js?v=ab3a30ff","application/javascript","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,069","Wed, 10 Nov 2021 08:53:48 GMT","","","","","1.1","","https://www.delst.de/files/theme/js/stickyHeader.js?v=ab3a30ff","2024-08-27 16:32:43"
"https://www.delst.de/files/theme/assets/modernizr.js?v=ab3a30ff","application/javascript","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,074","Wed, 10 Nov 2021 08:53:48 GMT","","","","","1.1","","https://www.delst.de/files/theme/assets/modernizr.js?v=ab3a30ff","2024-08-27 16:32:43"
"https://www.delst.de/de/affiliate-partnerprogramm/","text/html; charset=utf-8","200","OK","Indexierbar","","Partnerprogramm - jetzt Affiliate werden! | DeLSt","49","438","Das Deutsche eLearning Studieninstitut sucht professionelle Affiliate-Partner! Verdiene Geld mit deinem Werbeauftritt! ▲ Jetzt Affiliate-Partner werden!","152","925","","0","Partnerprogramm des DeLSt.","26","","0","Du hast einen schönen Blog, eine tolle Website oder liebst Facebook, Instagram, YouTube & Co?","93","Deine Vorteile als Affiliate-Partner","36","index,follow","","","https://www.delst.de/de/affiliate-partnerprogramm/","","","","","","34771","8547","8547","3,030","","282","58","4,862","43,200","Schwer","10,685","1","2","","630","315","0","99,680","59","34","0","10","10","0","","","","","e00579ad6085738d4a99a04da2adbb8d","0,366","","","","","de","1.1","","https://www.delst.de/de/affiliate-partnerprogramm/","2024-08-27 16:32:42"
"https://www.delst.de/de/news/e-sports-manager-ihk-neuer-fernlehrgang/","text/html; charset=utf-8","200","OK","Indexierbar","","E-Sports Manager (IHK) - neuer Fernlehrgang in Zusammenarbeit mit der IHK","73","686","E-Sports hat sich als bedeutender Bestandteil der Unterhaltungs- und Sportwelt etabliert. Zusammen mit dem IHK-Zentrum für Weiterbildung freuen wir uns den neuen Zertifikatslehrgang E-Sports-Manager (IHK) anbieten zu können.","224","1424","","0","E-Sports Manager (IHK) - neuer Fernlehrgang in Zusammenarbeit mit der IHK","73","","0","Kooperation mit der IHK","23","Online-Informationsveranstaltung am 11.07.2024","46","index,follow","","","","","","","","","29735","7528","7528","2,669","","200","39","5,128","40,467","Schwer","10,201","1","3","","21","21","0","6,650","55","35","0","12","12","0","","","","","88e1bd4a0764c8d2bb75ca7882fc2ad0","0,226","","","","","de","1.1","","https://www.delst.de/de/news/e-sports-manager-ihk-neuer-fernlehrgang/","2024-08-27 16:32:43"
"https://www.delst.de/files/theme/assets/jquery.easytabs.min.js?v=ab3a30ff","application/javascript","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,023","Wed, 10 Nov 2021 08:53:48 GMT","","","","","1.1","","https://www.delst.de/files/theme/assets/jquery.easytabs.min.js?v=ab3a30ff","2024-08-27 16:32:43"
"https://www.delst.de/files/teaser/DeLSt/kontaktbanner.webp","image/webp","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","47996","47996","47996","17,015","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,104","Tue, 24 Oct 2023 11:31:19 GMT","","","","","1.1","","https://www.delst.de/files/teaser/DeLSt/kontaktbanner.webp","2024-08-27 16:32:43"
"https://www.delst.de/files/theme/assets/owlCarousel/owl.carousel.min.js?v=ab3a30ff","application/javascript","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,029","Wed, 10 Nov 2021 08:53:48 GMT","","","","","1.1","","https://www.delst.de/files/theme/assets/owlCarousel/owl.carousel.min.js?v=ab3a30ff","2024-08-27 16:32:43"
"https://www.delst.de/files/theme/assets/jquery.easing.1.3.js?v=ab3a30ff","application/javascript","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,070","Wed, 10 Nov 2021 08:53:48 GMT","","","","","1.1","","https://www.delst.de/files/theme/assets/jquery.easing.1.3.js?v=ab3a30ff","2024-08-27 16:32:43"
"https://www.delst.de/files/zertifizierungen/zfu-siegel-zugelassen-grau-startseite-Wiederhergestellt.png","image/png","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","8273","8273","8273","2,933","","0","","","","","0,000","1","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,076","Fri, 03 Jun 2022 07:56:36 GMT","","","","","1.1","","https://www.delst.de/files/zertifizierungen/zfu-siegel-zugelassen-grau-startseite-Wiederhergestellt.png","2024-08-27 16:32:43"
