"Adresse","Wortanzahl","Sätze zählen","Durchschnittliche Wörter pro Satz","Flesch Reading Ease-Punktzahl","Lesbarkeit","Engste Ähnlichkeitsübereinstimmung","Anzahl der Nahduplikate","Sprachfehler insgesamt","Rechtschreibfehler","Grammatikfehler","Language","Hash","Indexierbarkeit","Indexierbarkeitsstatus"
"https://www.delst.de/de/bildungscoach/","170","38","4,474","63,948","Normal","","","","","","de","68cc141fbafd1e4e63e4fbb957483623","Indexierbar",""
"https://www.delst.de/de/online-campus/","596","96","6,208","38,857","Schwer","","","","","","de","4a52e4f0b6224d856677e6e73eed0fa5","Indexierbar",""
"https://www.delst.de/de/fernstudium-hochschule/","1312","221","5,937","34,769","Schwer","","","","","","de","3ae44aea8591eeb90d3127aa7825b3c2","Indexierbar",""
"https://www.delst.de/de/weiterbildung-personalentwicklung-management/","257","58","4,431","35,113","Schwer","","","","","","de","44cc99ea9bed29b6c1e979dbf61d83ba","Indexierbar",""
"https://www.delst.de/de/datenschutzrichtlinien/","9795","1936","5,059","33,433","Schwer","","","","","","de","36d6ff42c15c694f8b5a00a166ec52c9","Indexierbar",""
"https://www.delst.de/de/marketing-vertrieb-fernstudium/","159","38","4,184","43,497","Schwer","","","","","","de","f892b6bf2749dc67a381769e43c91c8d","Indexierbar",""
"https://www.delst.de/de/handelsfachwirt/","1010","156","6,474","51,250","Relativ schwer","","","","","","de","90506453491cc913f08960552c2815c2","Indexierbar",""
"https://www.delst.de/de/ihk-weiterbildung/","1001","168","5,958","27,446","Sehr schwer","","","","","","de","9fc7741bfce90ef91951d1a8a5e5f413","Indexierbar",""
"https://www.delst.de/de/delst-leitsaetze/","988","156","6,333","25,384","Sehr schwer","","","","","","de","451b286f0932ccbe803cc840e7583ad4","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-sven-arnusch/","160","34","4,706","69,342","Normal","","","","","","de","fed1a2228884ceb19e81c0d0cd347a5e","Indexierbar",""
"https://www.delst.de/de/ihk-weiterbildung/wirtschaftsfachwirt-fernstudium/","11178","4270","2,618","39,670","Schwer","","","","","","de","6e29c5f111b988946f9a32146842112","Indexierbar",""
"https://www.delst.de/de/weiterbildung-fuer-mitarbeiter-b2b/","856","142","6,028","30,923","Schwer","","","","","","de","606a15016f1b80826f3bfd2023126992","Indexierbar",""
"https://www.delst.de/de/ausbildung-der-ausbilder-ada/","1123","177","6,345","44,981","Schwer","","","","","","de","1cad33703549d1209ff3c1f7e5e7bc67","Indexierbar",""
"https://www.delst.de/de/coaching-ausbildung/","789","130","6,069","32,869","Schwer","","","","","","de","faa8cfb82ddcf1cfed6af01aff47c99","Indexierbar",""
"https://www.delst.de/de/wirtschaft-weiterbildung/","829","129","6,426","40,501","Schwer","","","","","","de","121f95befbdc5bff52bfc7c8bc743b3c","Indexierbar",""
"https://www.delst.de/de/agb/","1700","282","6,028","35,448","Schwer","","","","","","de","25923044d3d48853ebb51e595baeac3e","Indexierbar",""
"https://www.delst.de/de/kontakt/","177","38","4,658","78,792","Relativ einfach","","","","","","de","9154de66117d3c7d0e7d356e1d66e62d","Indexierbar",""
"https://www.delst.de/de/impressum/","456","136","3,353","31,820","Schwer","","","","","","de","d92395bb7cd37294770faeab2f9ed7bc","Indexierbar",""
"https://www.delst.de/de/ihk-weiterbildung/gepruefter-betriebswirt-ihk-fernstudium/","6530","2016","3,239","30,422","Schwer","","","","","","de","2b8725a71bcc2820337050b21af98bf3","Indexierbar",""
"https://www.delst.de/de/ihk-weiterbildung/handelsfachwirt-fernstudium/","7818","2665","2,934","37,677","Schwer","","","","","","de","d90c02d1bf9e35c28bc38c2a52c97aa","Indexierbar",""
"https://www.delst.de/de/e-learning-weiterbildung/","876","155","5,652","11,908","Sehr schwer","","","","","","de","5b1e39523eba1c58f2c786349c2e3c38","Indexierbar",""
"https://www.delst.de/de/stellenangebote/mitarbeiter-massnahmenzertifizierungen-azav/","418","90","4,644","29,683","Sehr schwer","","","","","","de","5a9796c8625b1b32bc042ecf495137c1","Indexierbar",""
"https://www.delst.de/de/stellenangebote/beauftrager-fuer-azav-traeger-und-massnahmenzulassung/","825","164","5,030","28,120","Sehr schwer","","","","","","de","14992f6e0298b46e52392eb1d873541d","Indexierbar",""
"https://www.delst.de/de/stellenangebote/prozessmanager/","383","88","4,352","24,382","Sehr schwer","","","","","","de","baf0cf1ee0e7e64be3cf36ebfa0d6aa","Indexierbar",""
"https://www.delst.de/de/stellenangebote/markenbotschafter-social-media/","461","90","5,122","48,035","Schwer","","","","","","de","e5c43e03833822c3abd4558a2613d49f","Indexierbar",""
"https://www.delst.de/de/stellenangebote/bildungsmanager-bildungsbereich-kaufmaennische-berufe-ihk-lehrgaenge/","482","108","4,463","36,264","Schwer","","","","","","de","b07439f2563ade0bc77ae605971c1e72","Indexierbar",""
"https://www.delst.de/de/stellenangebote/studienberater-mit-schwerpunkt-vertrieb-b2c/","443","91","4,868","35,367","Schwer","","","","","","de","a53dffda1718bdf30b37b3864c2e6155","Indexierbar",""
"https://www.delst.de/de/stellenangebote/bildungsmanager-bildungsbereich-wirtschaft-management/","478","107","4,467","35,225","Schwer","","","","","","de","3b1bf8e3070c90b1c38fa9225eb95dd5","Indexierbar",""
"https://www.delst.de/de/stellenangebote/initiativbewerbung/","260","56","4,643","35,200","Schwer","","","","","","de","fa3e74ff0b34b36bccfeba8c3d336c77","Indexierbar",""
"https://www.delst.de/de/fernstudium-gesundheitsmanagement/ausdauertrainer-ausbildung/","1199","209","5,737","42,184","Schwer","","","","","","de","46e241f1d32b8c0ea0add506ceee3781","Indexierbar",""
"https://www.delst.de/de/fernstudium-gesundheitsmanagement/qualitaetsmanagement-gesundheitswesen-weiterbildung/","1376","244","5,639","27,054","Sehr schwer","","","","","","de","726bcfa804a0776ea6be154bee3b81a2","Indexierbar",""
"https://www.delst.de/de/fernstudium-gesundheitsmanagement/spa-ausbildung/","987","196","5,036","32,867","Schwer","","","","","","de","89834ce2e2c7142eb14e84b54b034ca2","Indexierbar",""
"https://www.delst.de/de/fernstudium-gesundheitsmanagement/fernstudium-ernahrungsberater/","1983","344","5,765","27,176","Sehr schwer","","","","","","de","e87713662e115e745446d993831d8fec","Indexierbar",""
"https://www.delst.de/de/fernstudium-gesundheitsmanagement/fitnesstrainer-ausbildung/","1293","223","5,798","37,573","Schwer","","","","","","de","83ec5275394ebc5d88934a3a00abdc63","Indexierbar",""
"https://www.delst.de/de/fernstudium-gesundheitsmanagement/betrieblicher-gesundheitsmanager-fernstudium/","1716","310","5,535","18,755","Sehr schwer","","","","","","de","a55bd072accce24d5ab3aaf915ef32fa","Indexierbar",""
"https://www.delst.de/de/studienkonzept/","721","115","6,270","43,592","Schwer","","","","","","de","b7579d86c0ab8cc07d4675081212d173","Indexierbar",""
"https://www.delst.de/de/lernmethoden/","460","80","5,750","41,362","Schwer","","","","","","de","9290f80d1ec19bb9b6f2310a0eb7cf63","Indexierbar",""
"https://www.delst.de/de/studienverlauf/","738","130","5,677","34,968","Schwer","","","","","","de","4b99015dc71d3b14a608ef7d019cc168","Indexierbar",""
"https://www.delst.de/de/qualitaetssicherung/","685","117","5,855","16,131","Sehr schwer","","","","","","de","10d1e3ba40ab47bd186d030654899cfc","Indexierbar",""
"https://www.delst.de/de/ihk-weiterbildung/wirtschaftsbezogene-qualifikationen-pruefungsvorbereitung/","1345","222","6,059","45,135","Schwer","","","","","","de","51cf831aaed6b801adbd22bdd19ef43b","Indexierbar",""
"https://www.delst.de/de/selbstlernphase/","429","64","6,703","35,564","Schwer","","","","","","de","3bcbe5010ae66fa5a145f5bb76d555e4","Indexierbar",""
"https://www.delst.de/de/lehrvideos/","159","27","5,889","39,107","Schwer","","","","","","de","cc8c5e3087da502e546c0d01c5245c40","Indexierbar",""
"https://www.delst.de/de/webinare/","1086","173","6,277","42,247","Schwer","","","","","","de","13da0b6c35b38a45a84a0d085290a6f4","Indexierbar",""
"https://www.delst.de/de/bildungspartner/","394","89","4,427","46,240","Schwer","","","","","","de","1cf9d7bafa51c26ba6f1d81d1fd6480b","Indexierbar",""
"https://www.delst.de/de/web-based-training/","312","46","6,783","55,426","Relativ schwer","","","","","","de","c1702c9245bb2515dd39d000fbfc3972","Indexierbar",""
"https://www.delst.de/de/delst-abschluesse/","898","158","5,684","34,692","Schwer","","","","","","de","1628929872cd2e908084392176eb47bc","Indexierbar",""
"https://www.delst.de/de/kindergeld/","170","33","5,152","51,814","Relativ schwer","","","","","","de","71cd7b1748dc1f9d1a7bc7dce36612ab","Indexierbar",""
"https://www.delst.de/de/delst-foerderung/","166","34","4,882","52,555","Relativ schwer","","","","","","de","d3d1c69eaa596c998d23df6b571ec0b3","Indexierbar",""
"https://www.delst.de/de/steuern-sparen/","203","38","5,342","43,465","Schwer","","","","","","de","f5de5e94022968fd9e003bd83e3b3245","Indexierbar",""
"https://www.delst.de/de/studieninfos/foerdermoeglichkeiten/qualifizierungschancengesetz/","915","147","6,224","33,906","Schwer","","","","","","de","646d349306d344a8bed6f209bdd0a861","Indexierbar",""
"https://www.delst.de/de/kurzarbeit/","717","130","5,515","41,004","Schwer","","","","","","de","1d9b0f6c2d813e07d01b0a5b8547b31b","Indexierbar",""
"https://www.delst.de/de/aufstiegs-bafoeg/","2283","360","6,342","46,132","Schwer","","","","","","de","92cb99c61ed3c38fd760dc2410c749f1","Indexierbar",""
"https://www.delst.de/de/weitere-foerderprogramme/","97","25","3,880","11,021","Sehr schwer","","","","","","de","b3d7a7dfd52bba9f96c37e171de56026","Indexierbar",""
"https://www.delst.de/de/bildungsgutschein/","1501","241","6,228","45,968","Schwer","","","","","","de","d5c1b1b885af9d3c009b0b3d39029d16","Indexierbar",""
"https://www.delst.de/de/zuschuss-der-bundeslaender/","1434","305","4,702","41,712","Schwer","","","","","","de","17f07798cefc1aba0990630998253cb2","Indexierbar",""
"https://www.delst.de/de/lehrgaenge-reiten/futtermittelberater-ausbildung-richtige-pferdefuetterung/","2193","377","5,817","44,577","Schwer","","","","","","de","81a6277e2b9e10ab15e7212b2be98258","Indexierbar",""
"https://www.delst.de/de/lehrgaenge-reiten/reitlehrerin-ausbildung/","1540","271","5,683","59,335","Relativ schwer","","","","","","de","34e934199f1c3cbdfa1688e092a98985","Indexierbar",""
"https://www.delst.de/de/lehrgaenge-reiten/reiten-c-lizenz/","1766","312","5,660","44,537","Schwer","","","","","","de","570fe27614394a1a51964b54caa23ea5","Indexierbar",""
"https://www.delst.de/de/ihk-weiterbildung/master-professional-betriebswirt/","2848","492","5,789","34,938","Schwer","","","","","","de","f0f4e52c3e4efb9116efefff78b818eb","Indexierbar",""
"https://www.delst.de/de/studieninfos/foerdermoeglichkeiten/bildungsgutschein-azav/azav-fernstudiengaenge/gepruefter-betriebswirt-azav-bildungsgutschein/","2856","514","5,556","14,637","Sehr schwer","","","","","","de","96c652599b987813f798fa43ee7cca6f","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/bundeswehr-weiterbildung/","2188","388","5,639","37,170","Schwer","","","","","","de","5a3b785f44d77ead15ee866e33e6d610","Indexierbar",""
"https://www.delst.de/de/weiterbildung-arbeitsamt/ihk-industriefachwirt-weiterbildung-bildungsgutschein/","2931","547","5,358","15,773","Sehr schwer","","","","","","de","d67e8bfb80d449f15e2a9020298bd88a","Indexierbar",""
"https://www.delst.de/de/anmeldung/fernstudium/?product=industriefachwirt-ihk-fernstudium","409","95","4,305","59,121","Relativ schwer","","","","","","de","a66afc6b235e4378a851e80d32d572c5","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/ihk-weiterbildung/wirtschaftsbezogene-qualifikationen-ihk/","5643","1970","2,864","37,126","Schwer","","","","","","de","dcdf35d7b4eaeb6a2199ee0e5bc33d97","Indexierbar",""
"https://www.delst.de/de/weiterbildung-arbeitsamt/prozessmanager-digitale-transformation/","1364","281","4,854","19,931","Sehr schwer","","","","","","de","3295a052f56cde7aa95bd554d3786f03","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-betriebswirt/","1920","356","5,393","13,831","Sehr schwer","","","","","","de","e25452debb1cdc49d909d0a807d6b83b","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/online-marketing-manager/","1456","274","5,314","27,012","Sehr schwer","","","","","","de","1d5ca527329f496a3f9cddf35fab4511","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/qualitaetsmanager/","1230","249","4,940","26,568","Sehr schwer","","","","","","de","4ca4d585ce4ed51ada0092acdbeceec1","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/arbeiten-4-0/","1144","240","4,767","46,921","Schwer","","","","","","de","fc32e8a4cee91309ea10772ce5c3a1cd","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/betriebliche-ausbildung/","1253","247","5,073","35,322","Schwer","","","","","","de","a7780fbb3b443bca22f043b0dd75173f","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/wissens-und-transfermanager-4-0/","1375","281","4,893","29,284","Sehr schwer","","","","","","de","344842ca313cbc55e1f3717a5d912107","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-wirtschaftsfachwirt-ihk-inkl-ada-schein/","2139","414","5,167","14,909","Sehr schwer","","","","","","de","f88e8fc87d721c42d419db81a7abbd9f","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/vorbereitung-externenpruefung-kauffrau-kaufmann-fuer-bueromanagement-ihk-bildungsgutschein/","2253","399","5,647","30,777","Schwer","","","","","","de","ef4694ca7841bdb33b6a22b526774e5d","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/weiterbildung-arbeitsamt/datenschutzmanager/","1159","240","4,829","30,471","Schwer","","","","","","de","c3ebb23969aa01794c17e8f852160d13","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-manager-im-gesundheits-und-sozialwesen-4-0/","1874","375","4,997","18,117","Sehr schwer","","","","","","de","70ab308899ab42a276186ceacc218c71","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-technischer-betriebswirt/","2269","434","5,228","10,330","Sehr schwer","","","","","","de","149f59b804270923821cd4d4a4bfed29","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/digitaler-kommunikationscoach/","1266","253","5,004","27,210","Sehr schwer","","","","","","de","3c41a838c2e1388c501c02a5df06c92f","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-technischer-manager-4-0/","2050","411","4,988","18,087","Sehr schwer","","","","","","de","c5541ff74942cb175be171c5a140957c","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-technischer-betriebswirt-4-0/","2296","452","5,080","13,872","Sehr schwer","","","","","","de","420893207381a8d0e855e793af99c8e1","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/mentaltrainer/","1210","242","5,000","34,308","Schwer","","","","","","de","4bdf07342a2fe2b704b9a5b0ad2febfe","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-fachwirt-im-gesundheits-und-sozialwesen-ihk-inkl-ada-schein/","2051","397","5,166","11,808","Sehr schwer","","","","","","de","1860465774a0f98ebb93d751f0e1b7a2","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/change-manager/","1263","251","5,032","31,389","Schwer","","","","","","de","eca7358c91cbd0e03b05841ef6d84cf4","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/vorbereitung-externenpruefung-kaufmann-ecommerce-ihk/","1805","336","5,372","28,152","Sehr schwer","","","","","","de","3256d06a16a3b675006da5baa874d6cb","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/digital-sales/","1328","271","4,900","26,418","Sehr schwer","","","","","","de","513cd87c8767d1a6c28de34e8f1de2dd","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/handelsfachwirt-fernstudium-azav-bildungsgutschein/","2565","456","5,625","27,341","Sehr schwer","","","","","","de","39bb122583e56452a2bb2b43e2719ab8","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/weiterbildung-arbeitsamt/kaufmaennisches-wissen-online-azav-bildungsgutschein/","2217","402","5,515","31,961","Schwer","","","","","","de","1e4b8245967135784765f70fd61f77b0","Indexierbar",""
"https://www.delst.de/de/weiterbildung-arbeitsamt/digital-transformation-manager-bg/","1252","251","4,988","30,275","Schwer","","","","","","de","3b12d3444e433968a06f4d1c946c4b15","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-wirtschaftsmanager-4-0/","1896","380","4,989","20,523","Sehr schwer","","","","","","de","1a0f39b2aebee2bd0217d2fe67c22920","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/digitalisierungsmanager/","1228","250","4,912","24,589","Sehr schwer","","","","","","de","743b834c2c7f6f4ffc970af1cddb5766","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/vertriebsassistenz-4-0/","1333","281","4,744","27,679","Sehr schwer","","","","","","de","9f9d76ae3f48a6341ec50d50877f12bd","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-wirtschaftsmanager/","1807","360","5,019","17,231","Sehr schwer","","","","","","de","88c831ad0c7edbfff9b03e770f4574df","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/personalmanager-4-0/","1210","256","4,727","35,564","Schwer","","","","","","de","59f12e741312f309c6a24b787a431ac5","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-betriebswirt-4-0/","1952","375","5,205","13,629","Sehr schwer","","","","","","de","36197e4bac8083ea27f54c1885177785","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/ada-schein-azav-bildungsgutschein/","2066","372","5,554","29,009","Sehr schwer","","","","","","de","dbe7dd8bc07a8020f85ec9c8368d6524","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/weiterbildung-arbeitsamt/weiterbildung-fachwirt-im-sozial-und-gesundheitswesen-azav-bildungsgutschein/","2745","495","5,545","19,247","Sehr schwer","","","","","","de","3aefcc2d40beba6515e6dbade6d45944","Indexierbar",""
"https://www.delst.de/de/weiterbildung-arbeitsamt/ihk-wirtschaftsfachwirt-weiterbildung-bildungsgutschein/","2833","520","5,448","19,682","Sehr schwer","","","","","","de","9a44accd439ef3aa7f1a86b98fc93ffb","Indexierbar",""
"https://www.delst.de/de/weiterbildung-arbeitsamt/technischer-fachwirt-weiterbildung-bildungsgutschein/","3043","563","5,405","17,025","Sehr schwer","","","","","","de","fcc6be64072581f3905fad5e9acfaa55","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/weiterbildung-arbeitsamt/transformationsmanager-fuer-nachhaltigkeit/","1544","311","4,965","18,733","Sehr schwer","","","","","","de","217aee49e1e5900c0307c3dc0ba7df25","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-e-commerce-manager/","1288","251","5,131","29,931","Sehr schwer","","","","","","de","47ac292a659de816e57bff64fa91637","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-technischer-betriebswirt-ihk-inkl-ada-schein/","2513","487","5,160","9,270","Sehr schwer","","","","","","de","11a0e4683c773647b5ae63024f34fea1","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-manager-im-gesundheits-und-sozialwesen/","1812","357","5,076","16,936","Sehr schwer","","","","","","de","604512a28a7f647636612c19cf29b65f","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/qualitaetsmanager-4-0/","1346","282","4,773","24,494","Sehr schwer","","","","","","de","af702286ff570c7d5301b718500f1df7","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/social-media-manager-azav-bildungsgutschein/","2306","401","5,751","27,469","Sehr schwer","","","","","","de","16d4ef868bade4cdff2a33c55f72a58e","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-technischer-manager/","1950","380","5,132","17,025","Sehr schwer","","","","","","de","840c4ef31e6c4c12c5b956fc478f4125","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-buchhaltungsassistent/","1173","235","4,991","33,290","Schwer","","","","","","de","4aac347ba22ad7fdc9063e4af0b08abf","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-bueromanager-4-0/","1441","335","4,301","28,866","Sehr schwer","","","","","","de","bfd3434218c9dfe790af87b41341eb8d","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-industriemanager/","1830","365","5,014","12,482","Sehr schwer","","","","","","de","2bb386787fe27f048e705838e4e5824b","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/agiler-bueromanager/","1347","269","5,007","26,272","Sehr schwer","","","","","","de","ee2cbd75cc80037a93680f3432327185","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-technischer-betriebswirt-ihk/","2260","443","5,102","11,157","Sehr schwer","","","","","","de","5f94b553ea7614a56ce63f69d63c2b38","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/umschulung-kauffrau-fuer-bueromanagement/","2805","484","5,795","34,769","Schwer","","","","","","de","2466175c91f7de62021c89672f77fd","Indexierbar",""
"https://www.delst.de/de/weiterbildung-arbeitsamt/seo-manager-weiterbildung-azav-bildungsgutschein/","2227","374","5,955","34,174","Schwer","","","","","","de","fb9805cbaf904a8539061ec4ff6fb1fe","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-technischer-fachwirt-ihk-inkl-ada-schein/","2379","462","5,149","13,810","Sehr schwer","","","","","","de","f0a374e69b1d34344f7fafca12ad0397","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/kommunikationstraining-intensiv/","1212","248","4,887","31,209","Schwer","","","","","","de","e6a2c25c40e55e9ec009bfdd00d75bb","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/kommunikationstrainer-ausbildung-bildungsgutschein/","2215","407","5,442","25,236","Sehr schwer","","","","","","de","1a39e7db6110b6d62bc8879eba1921b1","Indexierbar",""
"https://www.delst.de/files/downloads/anmeldeformulare/anmeldeformular-bildungsgutschein-delst-18.pdf","0","","","","","","","","","","","","Indexierbar",""
"https://www.delst.de/de/weiterbildung-arbeitsamt/agiler-projektmanager-4-0/","1303","267","4,880","37,551","Schwer","","","","","","de","e26c9f1b3971643d2c96a7b38ff9972e","Nicht indexierbar","noindex"
