"Adresse","Inhaltstyp","Status-Code","Status","Indexierbarkeit","Indexierbarkeitsstatus","Titel 1","Länge von Titel 1","Pixelbreite von Titel 1","Meta Description 1","Länge von Meta Description 1","Pixelbreite von Meta Description 1","Meta Keywords 1","Länge der Meta Keywords 1","H1-1","Länge von H1-1","H2-1","Länge von H2-1","H2-2","Länge von H2-2","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical-Linkelement 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml-Linkelement","Größe (Bytes)","Übertragen (Bytes)","Total Transferred (bytes)","CO₂ (mg)","CO2-Bewertung","Wortanzahl","Sätze zählen","Durchschnittliche Wörter pro Satz","Flesch Reading Ease-Punktzahl","Lesbarkeit","Textanteil","Crawltiefe","Ordnertiefe","Link Score","Inlinks","Einzigartige Inlinks","Einzigartige JS-Inlinks","% von Gesamt","Outlinks","Einzigartige Outlinks","Einzigartige JS-Outlinks","Externe Outlinks","Einzigartige externe Outlinks","Einzigartige externe JS-Outlinks","Engste Ähnlichkeitsübereinstimmung","Anzahl der Nahduplikate","Rechtschreibfehler","Grammatikfehler","Hash","Antwortzeit","Last Modified","Umleitungs-URL","Umleitungs-Typ","Cookies","Language","HTTP-Version","Alternativer Mobil-Link","Kodierte Adresse der URL","Crawlzeitstempel"
"https://www.ehip.eu/study-guide/studieren-mit-ihk-abschluss/","text/html; charset=UTF-8","200","OK","Indexierbar","","Studieren mit IHK-Fortbildungsabschluss | EHiP","46","422","Du möchtest studieren, hast aber kein Abitur? Kein Problem! Bei uns steht deinem Studium nichts mehr im Wege! ▲ Jetzt Infos sichern!","132","822","","0","","0","Studieren mit IHK-Fortbildungsabschluss - der Abschluss als Türöffner","69","Profitiere doppelt!","19","index,follow","","","https://www.ehip.eu/study-guide/studieren-mit-ihk-abschluss/","","","","","","52891","10285","10285","3,646","","1199","188","6,378","34,901","Schwer","24,598","1","2","","250","122","0","100,000","155","60","0","9","8","0","","","","","4da1a2fbacbcd83b886b8f1812f52e35","0,405","","","","","de","1.1","","https://www.ehip.eu/study-guide/studieren-mit-ihk-abschluss/","2024-08-27 17:01:47"
"https://www.ehip.eu/ueber-uns/qualitaet/","text/html; charset=UTF-8","200","OK","Indexierbar","","Qualität | EHiP","15","129","Entdecke alles zum Thema Anerkennung & Akkreditierung der EHiP im Überblick ▲ Lerne uns noch besser kennen!","107","692","","0","Die EHiP steht für Qualität","27","Anerkennung & Akkreditierung","28","Entdecke unsere Studiengänge!","29","index,follow","","","https://www.ehip.eu/ueber-uns/qualitaet/","","","","","","77255","14350","14350","5,087","","830","192","4,323","30,597","Schwer","18,319","1","2","","247","122","0","100,000","169","63","0","28","14","0","","","","","8debaad888de590e395c37c8a843e6c2","1,017","","","","","de","1.1","","https://www.ehip.eu/ueber-uns/qualitaet/","2024-08-27 17:01:47"
"https://www.ehip.eu/study-guide/gebuehrenmodelle/","text/html; charset=UTF-8","200","OK","Indexierbar","","Finanzierungsmodelle an der EHiP","32","306","Unsere Finanzierungsmodelle sind flexibel, planbar und selbstbestimmt. Gestalte dein Studium nach deinen Bedürfnissen! ▲ Jetzt mehr erfahren!","141","886","","0","","0","Dein Studium, dein Leben und deine Ziele im Focus","49","","0","index,follow","","","https://www.ehip.eu/study-guide/gebuehrenmodelle/","","","","","","47700","7776","7776","2,757","","425","84","5,060","48,822","Schwer","14,430","1","2","","284","122","0","100,000","155","60","0","9","8","0","","","","","9772b96fe90cd420cd9733e82ff5ec97","0,530","","","","","de","1.1","","https://www.ehip.eu/study-guide/gebuehrenmodelle/","2024-08-27 17:01:47"
"https://www.ehip.eu/assets/images/0/startseite-ehip-bildungsbereiche-gesundheit-3dbbc564.webp","image/webp","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","13596","13596","13596","4,820","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,076","Fri, 09 Dec 2022 13:54:32 GMT","","","","","1.1","","https://www.ehip.eu/assets/images/0/startseite-ehip-bildungsbereiche-gesundheit-3dbbc564.webp","2024-08-27 17:01:48"
"https://www.ehip.eu/marketing-und-kommunikation-bachelorstudiengaenge/","text/html; charset=UTF-8","200","OK","Indexierbar","","Marketing und Kommunikation | EHIP Bachelor Studium","51","496","Studiere Marketing und Kommunikation praxisnah und zielorientiert in deinem Tempo ✓Experten aus der Praxis ✓Zeit- und Ortsunabhängig ▲ Jetzt Infos sichern!","155","979","","0","Marketing und Kommunikation","27","Digitale Studiengänge. Marketing und Kommunikation: Deine Chance auf Karriere","77","So läuft's ab! FERNSTUDIUM-INFOS","32","index,follow","","","https://www.ehip.eu/marketing-und-kommunikation-bachelorstudiengaenge/","","","","","","56786","11379","11379","4,034","","909","180","5,050","31,206","Schwer","18,935","1","1","","250","122","0","100,000","154","63","0","9","8","0","","","","","6f0224858b5a30b3efa0348ee4f560d1","0,335","","","","","de","1.1","","https://www.ehip.eu/marketing-und-kommunikation-bachelorstudiengaenge/","2024-08-27 17:01:48"
"https://www.ehip.eu/assets/images/f/logo-wissenschaftsrat-dcb77cc8.png","image/png","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","2769","2769","2769","0,982","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,022","Fri, 05 May 2023 13:17:00 GMT","","","","","1.1","","https://www.ehip.eu/assets/images/f/logo-wissenschaftsrat-dcb77cc8.png","2024-08-27 17:01:49"
"https://www.ehip.eu/hochschule/karriere/","text/html; charset=UTF-8","200","OK","Indexierbar","","Stellenangebote | EHIP","22","204","Wir suchen DICH! Wir revolutionieren die Welt der Bildung! Werde Teil der EHiP - Europäische Hochschule für Innovation und Perspektive. ▲ Jetzt bewerben!","153","947","","0","Unsere vakanten Stellen","23","Werde ein Teil von uns! Starte deine Karriere an der EHIP","57","Professuren","11","index,follow","","","https://www.ehip.eu/hochschule/karriere/","","","","","","67180","11226","11226","3,980","","876","157","5,580","24,922","Sehr schwer","16,012","1","2","","386","122","0","100,000","182","73","0","9","8","0","","","","","1abc9ff2739cc9397f87f5eba7349746","0,803","","","","","de","1.1","","https://www.ehip.eu/hochschule/karriere/","2024-08-27 17:01:48"
"https://www.ehip.eu/coming-soon-duale-studiengaenge-unternehmen/","text/html; charset=UTF-8","200","OK","Indexierbar","","Praxispartner werden | Duale Fernstudiengänge EHiP","50","472","Wir unterstützen Sie, die besten Talente zu finden!","51","306","","0","Coming Soon: EHIP Duale Fernstudiengänge","40","","0","Unsere dualen Fernstudiengänge - Investieren Sie in die Zukunft Ihres Unternehmens","82","index,follow","","","","","","","","","72309","12237","12237","4,338","","931","220","4,232","34,794","Schwer","15,549","1","1","","7","3","0","2,460","148","61","0","11","8","0","","","","","2fd19de1f20ca03910054e382ae9f34c","0,866","","","","","de","1.1","","https://www.ehip.eu/coming-soon-duale-studiengaenge-unternehmen/","2024-08-27 17:01:49"
"https://www.ehip.eu/study-guide/fernstudium-finanzieren/","text/html; charset=UTF-8","200","OK","Indexierbar","","Fernstudium finanzieren - Alles was du wissen musst","51","474","Informiere dich über die Finanzierungsmöglichkeiten für dein Fernstudium. Jetzt mehr erfahren!","94","588","","0","","0","Mit diesen Infos bist du optimal vorbereitet! Fernstudium finanzieren","69","Du möchtest mehr über deine Finanzierungshilfen wissen? Entdecke deine Möglichkeiten!","85","index,follow","","","https://www.ehip.eu/study-guide/fernstudium-finanzieren/","","","","","","52985","10826","10826","3,838","","1365","222","6,149","48,004","Schwer","26,482","1","2","","247","122","0","100,000","147","59","0","16","14","0","","","","","23e04db2b3170577c3de30580873c905","0,234","","","","","de","1.1","","https://www.ehip.eu/study-guide/fernstudium-finanzieren/","2024-08-27 17:01:50"
"https://www.ehip.eu/fernstudium/bachelor/sportmanagement-studium/","text/html; charset=UTF-8","200","OK","Indexierbar","","Sportmanagement studieren im flexiblen Fernstudium | EHIP","57","542","Sportmanagement studieren und im Profi- und Amateursport voll durchstarten. Nur bei uns! ✓100 % online ▲ Jetzt informieren!","123","774","","0","B.A. Sportmanagement","20","Einführung B.A. Sportmanagement an der EHIP: aktuell, praxisorientiert und immer in Bewegung.","93","Fernstudium - und zwar gemeinsam!","33","index,follow","","","https://www.ehip.eu/fernstudium/bachelor/sportmanagement-studium/","","","","","","109813","22171","22171","7,860","","3678","715","5,144","32,713","Schwer","29,984","1","3","","270","122","0","100,000","191","70","0","15","13","0","","","","","239afe3cbb075c3d9ed7716e74261eec","2,812","","","","","de","1.1","","https://www.ehip.eu/fernstudium/bachelor/sportmanagement-studium/","2024-08-27 17:01:47"
"https://www.ehip.eu/fernstudium/bachelor/fernstudium-fitnesstraining-fitnessmanagement","text/html","301","Moved Permanently","Nicht indexierbar","Umgeleitet","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","162","162","162","0,057","","0","","","","","0,000","1","2","","250","122","0","100,000","0","0","0","0","0","0","","","","","","0,022","","https://www.ehip.eu/fernstudium/bachelor/fernstudium-fitnesstraining-fitnessmanagement/","HTTP-Umleitung","","","1.1","","https://www.ehip.eu/fernstudium/bachelor/fernstudium-fitnesstraining-fitnessmanagement","2024-08-27 17:01:50"
"https://www.ehip.eu/fernstudium/bachelor/fernstudium-fitnesstraining-fitnessmanagement/","text/html; charset=UTF-8","200","OK","Indexierbar","","Fitnesstraining und -management | 100% online | EHiP","52","482","Starte dein Fitnesstraining und -management Studium und mach dich bereit für spannende Aufgaben! ▲ Jetzt starten!","113","724","","0","B.A. Fitnesstraining und -management","36","Einführung B.A. Fitnesstraining und -management an der EHiP: Digital, Aktuell, Praxisorientiert","95","Fernstudium - und zwar gemeinsam!","33","index,follow","","","https://www.ehip.eu/fernstudium/bachelor/fernstudium-fitnesstraining-fitnessmanagement/","","","","","","109731","21140","21140","7,494","","3258","640","5,091","33,325","Schwer","26,891","1","3","","15","9","0","7,380","190","72","0","15","13","0","","","","","38d8c6bead659f5c34c3a4f34efd6cc1","2,828","","","","","de","1.1","","https://www.ehip.eu/fernstudium/bachelor/fernstudium-fitnesstraining-fitnessmanagement/","2024-08-27 17:01:48"
"https://www.ehip.eu/fernstudium/bachelor/ernaehrungswissenschaften-fernstudium/","text/html; charset=UTF-8","200","OK","Indexierbar","","Bachelor Ernährungswissenschaften im Fernstudium | EHIP","55","528","Bereit für gesunde Entscheidungen? Starte dein Ernährungswissenschaften Fernstudium ✓Praxisorientiert ▲ Jetzt informieren!","122","775","","0","B.A. Ernährungswissenschaft","27","Einführung B.A. Ernährungswissenschaft an der EHiP: Digital, Aktuell, Praxisorientiert","86","Fernstudium - und zwar gemeinsam!","33","index,follow","","","https://www.ehip.eu/fernstudium/bachelor/ernaehrungswissenschaften-fernstudium/","","","","","","113788","22185","22185","7,865","","3533","720","4,907","27,410","Sehr schwer","29,004","1","3","","394","122","0","100,000","192","70","0","15","13","0","","","","","d55d1acde8ad7a6d4c669bec68b8e0f7","2,843","","","","","de","1.1","","https://www.ehip.eu/fernstudium/bachelor/ernaehrungswissenschaften-fernstudium/","2024-08-27 17:01:48"
"https://www.ehip.eu/datenschutz/","text/html; charset=UTF-8","200","OK","Indexierbar","","Datenschutz | EHIP","18","170","Den Schutz deiner Daten nehmen wir sehr ernst. Lese hier die Datenschutzbestimmungen der Hochschule EHIP.","105","686","","0","DATENSCHUTZRICHTLINIEN","22","","0","1. Datenschutz auf einen Blick","30","index,follow","","","","","","","","","119483","27364","27364","9,701","","9784","1936","5,054","33,344","Schwer","68,200","1","1","","165","122","0","100,000","141","59","0","46","39","0","","","","","2fcffbc98679982888674fa332c55b3e","0,216","","","","","de","1.1","","https://www.ehip.eu/datenschutz/","2024-08-27 17:01:51"
"https://www.ehip.eu/hochschule/team/","text/html; charset=UTF-8","200","OK","Nicht indexierbar","noindex","Team | EHiP","11","110","Wir sind dein EHiP-Hochschulteam ▲ Lerne uns kennen!","52","338","","0","","0","Wir sind das EHiP-Hochschulteam!","32","Du willst Teil unseres Teams sein? Wir sind noch auf der Suche nach neuen Teammitgliedern!","90","noindex,nofollow","","","https://www.ehip.eu/hochschule/team/","","","","","","59314","8268","8268","2,931","","272","109","2,495","31,059","Schwer","9,885","1","2","","249","122","0","100,000","218","84","0","9","8","0","","","","","f7de6ec795f7fd3f12f7f827339d5fd6","1,168","","","","","de","1.1","","https://www.ehip.eu/hochschule/team/","2024-08-27 17:01:50"
"https://www.ehip.eu/assets/images/2/bachelor-ernaehrungsberatung-management-ehip-hauptbild-d7356706.webp","image/webp","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","21380","21380","21380","7,579","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,044","Tue, 26 Mar 2024 10:28:02 GMT","","","","","1.1","","https://www.ehip.eu/assets/images/2/bachelor-ernaehrungsberatung-management-ehip-hauptbild-d7356706.webp","2024-08-27 17:01:51"
"https://www.ehip.eu/assets/images/2/startseite-ehip-vorteile-dekoration-3-f37d3e11.webp","image/webp","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","10604","10604","10604","3,759","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,071","Fri, 09 Dec 2022 13:45:30 GMT","","","","","1.1","","https://www.ehip.eu/assets/images/2/startseite-ehip-vorteile-dekoration-3-f37d3e11.webp","2024-08-27 17:01:51"
"https://www.ehip.eu/vertrag-kuendigen/","text/html; charset=UTF-8","200","OK","Nicht indexierbar","noindex","Studienvertrag kündigen","23","218","Du möchtest deinen Studienvertrag kündigen? ▲ Jetzt mehr erfahren!","66","424","","0","","0","Nimmt deine Lernreise ein vorzeitiges Ende?","43","","0","noindex,nofollow","","","https://www.ehip.eu/vertrag-kuendigen/","","","","","","44500","7707","7707","2,732","","231","38","6,079","62,961","Normal","12,748","1","1","","126","122","0","100,000","142","59","0","11","9","0","","","","","e0f0c08b1e3c19014cd6607a128e431f","0,198","","","","","de","1.1","","https://www.ehip.eu/vertrag-kuendigen/","2024-08-27 17:01:51"
"https://www.ehip.eu/assets/images/3/startseite-ehip-zielgruppe-berufstätige-8b7ab37b.webp","image/webp","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","11018","11018","11018","3,906","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,025","Fri, 09 Dec 2022 13:45:30 GMT","","","","","1.1","","https://www.ehip.eu/assets/images/3/startseite-ehip-zielgruppe-berufst%C3%A4tige-8b7ab37b.webp","2024-08-27 17:01:52"
"https://www.ehip.eu/assets/images/3/fernstudium-direkt-siegel-59df69ea.png","image/png","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","23882","23882","23882","8,466","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,101","Tue, 16 Jan 2024 13:48:48 GMT","","","","","1.1","","https://www.ehip.eu/assets/images/3/fernstudium-direkt-siegel-59df69ea.png","2024-08-27 17:01:52"
"https://www.ehip.eu/fernstudium/bachelor/fernstudium-sportwissenschaft-ernaehrungswissenschaft/","text/html; charset=UTF-8","200","OK","Indexierbar","","Sport & Ernährung im Fernstudium | EHiP","39","365","Du brennst für gesunde Ernährung & Sport? ✓Jederzeit starten ✓berufsbegleitend ▲ Jetzt beraten lassen!","102","639","","0","B.A. Sport- und Ernährungswissenschaft","38","Einführung B.A. Sport- und Ernährungswissenschaft an der EHiP: Praxisorientiert, Spannend, Aktuell","98","Fernstudium - und zwar gemeinsam!","33","index,follow","","","https://www.ehip.eu/fernstudium/bachelor/fernstudium-sportwissenschaft-ernaehrungswissenschaft/","","","","","","108766","20929","20929","7,419","","3090","644","4,798","30,520","Schwer","26,618","1","3","","16","10","0","8,200","192","73","0","15","13","0","","","","","f333bcd9be59a75864caee4905ef0b09","2,889","","","","","de","1.1","","https://www.ehip.eu/fernstudium/bachelor/fernstudium-sportwissenschaft-ernaehrungswissenschaft/","2024-08-27 17:01:49"
"https://www.ehip.eu/ueber-uns/fernstudium-erfahrungen/","text/html; charset=UTF-8","200","OK","Indexierbar","","Fernstudium Erfahrungen | EHiP","30","285","Sei der*die Manager*in deines Studiums: bei uns werden deine Fernstudium Erfahrungen zum Erfolg ▲ Informiere dich jetzt!","120","753","","0","EHiP Fernstudium Erfahrungen Was dein Studium an der EHiP so besonders macht?","77","Das WIR!","8","Die Vorteile deines Fernstudiums","32","index,follow","","","https://www.ehip.eu/ueber-uns/fernstudium-erfahrungen/","","","","","","78370","15939","15939","5,650","","1445","245","5,898","31,941","Schwer","23,518","1","2","","247","122","0","100,000","177","60","0","15","13","0","","","","","6de17086ea16c8bfc8d5d4516c352fce","0,397","","","","","de","1.1","","https://www.ehip.eu/ueber-uns/fernstudium-erfahrungen/","2024-08-27 17:01:52"
"https://www.ehip.eu/assets/images/b/startseite-ehip-vorteile-dekoration-1-7e3adc35.webp","image/webp","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","4848","4848","4848","1,719","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,069","Fri, 09 Dec 2022 13:45:30 GMT","","","","","1.1","","https://www.ehip.eu/assets/images/b/startseite-ehip-vorteile-dekoration-1-7e3adc35.webp","2024-08-27 17:01:52"
"https://www.ehip.eu/study-guide/studieren-aus-dem-ausland/","text/html; charset=UTF-8","200","OK","Indexierbar","","Studieren aus dem Ausland | EHiP","32","303","Du willst die Welt bereisen und gleichzeitig deine Karriere voranbringen! Wir zeigen dir wie! ▲ Informiere dich jetzt!","118","687","","0","","0","Die EHiP ist überall - studieren aus dem Ausland","48","Wir kommen zu dir – wohin du willst, wann du willst und wie oft du willst","73","index,follow","","","https://www.ehip.eu/study-guide/studieren-aus-dem-ausland/","","","","","","48535","8549","8549","3,031","","717","116","6,181","50,594","Relativ schwer","18,258","1","2","","253","122","0","100,000","153","59","0","9","8","0","","","","","aab34e924768252946f6a7c07f61ffab","0,408","","","","","de","1.1","","https://www.ehip.eu/study-guide/studieren-aus-dem-ausland/","2024-08-27 17:01:52"
"https://www.ehip.eu/study-guide/deine-studienberatung/","text/html; charset=UTF-8","200","OK","Indexierbar","","Deine Studienberatung | EHiP","28","262","Deine Studienberatung an der EHiP unterstützt dich persönlich, schnell und individuell! ✓100 % online ▲ Jetzt beraten lassen!","125","757","","0","","0","Deine Studienberatung","21","Deinen Fragen sind keine Grenzen gesetzt:","41","index,follow","","","https://www.ehip.eu/study-guide/deine-studienberatung/","","","","","","43840","7256","7256","2,572","","219","40","5,475","66,845","Normal","12,069","1","2","","281","122","0","100,000","147","59","0","10","8","0","","","","","bea5109b41832217c585ac764c447931","0,306","","","","","de","1.1","","https://www.ehip.eu/study-guide/deine-studienberatung/","2024-08-27 17:01:52"
"https://www.ehip.eu/kontaktformular/","text/html; charset=UTF-8","200","OK","Nicht indexierbar","noindex","Kontaktformular | EHIP","22","205","Du hast Fragen oder wünschst dir eine ausführliche Beratung? ▲ Sprich uns an!","77","485","","0","","0","Du bist neugierig, hast Fragen oder benötigst Informationen? Unsere Studienberatung ist immer für dich da!","106","","0","noindex,nofollow","","","https://www.ehip.eu/kontaktformular/","","","","","","39534","6592","6592","2,337","","105","17","6,176","70,040","Relativ einfach","11,419","1","1","","449","122","0","100,000","140","58","0","10","8","0","","","","","a55364702ea4536551fff784ae10f130","0,193","","","","","de","1.1","","https://www.ehip.eu/kontaktformular/","2024-08-27 17:01:53"
"https://www.ehip.eu/fernstudium/bachelor/fernstudium-sportwissenschaft-ernaehrungswissenschaft","text/html","301","Moved Permanently","Nicht indexierbar","Umgeleitet","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","162","162","162","0,057","","0","","","","","0,000","1","2","","253","122","0","100,000","0","0","0","0","0","0","","","","","","0,032","","https://www.ehip.eu/fernstudium/bachelor/fernstudium-sportwissenschaft-ernaehrungswissenschaft/","HTTP-Umleitung","","","1.1","","https://www.ehip.eu/fernstudium/bachelor/fernstudium-sportwissenschaft-ernaehrungswissenschaft","2024-08-27 17:01:53"
"https://www.ehip.eu/assets/images/2/bachelor-fitnesstraining-ehip-hauptbild-84218a90.webp","image/webp","200","OK","Indexierbar","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","22134","22134","22134","7,847","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,107","Tue, 26 Mar 2024 10:28:02 GMT","","","","","1.1","","https://www.ehip.eu/assets/images/2/bachelor-fitnesstraining-ehip-hauptbild-84218a90.webp","2024-08-27 17:01:53"
