"Adresse","Status-Code","Status","HTML-Wörterzahl","Anzahl der gerenderten HTML-Wörter","Wortanzahl ändern","JS-Wortzahl %","HTML-Titel","Titel für gerendertes HTML","HTML H1","Gerendertes HTML H1","HTML-Meta Description","Meta Description für gerendertes HTML","HTML-Canonical","HTML Canonical gerendert","Einzigartige Inlinks","Einzigartige JS-Inlinks","Einzigartige Outlinks","Einzigartige JS-Outlinks","Einzigartige externe Outlinks","Einzigartige externe JS-Outlinks","HTML-Meta-Roboter 1","Gerenderte HTML-Meta-Roboter 1","Gut aussehende URL","Schlecht aussehende URL","JS-Fehler","JS-Warnung","JS-Info","JS-Debug","JS-Problem"
"https://www.ehip.eu/study-guide/studium-und-job/","200","OK","1428","0","","","Studium & Job | EHiP","","","","Du möchtest deine Karriere durch ein Studium vorantreiben? Dann studiere berufsbegleitend und profitiere doppelt! ▲ Jetzt informieren!","","https://www.ehip.eu/study-guide/studium-und-job/","","122","0","59","0","8","0","index,follow","","https://www.ehip.eu/study-guide/studium-und-job/","https://www.ehip.eu/study-guide/studium-und-job/","","","","",""
"https://www.ehip.eu/bachelor-studiengaenge/","200","OK","986","0","","","Bachelor Studiengänge | EHIP Bachelor Studium","","Bachelor Studiengänge","","Suchst du noch nach deinem passenden Bachelor Studiengang? An der EHIP findest du eine große Auswahl an Bachelor of Arts Studiengängen ✓Flexibel nebenberuflich oder in Vollzeit ▲ Jetzt informieren!","","https://www.ehip.eu/bachelor-studiengaenge/","","122","0","61","0","8","0","index,follow","","https://www.ehip.eu/bachelor-studiengaenge/","https://www.ehip.eu/bachelor-studiengaenge/","","","","",""
"https://www.ehip.eu/fernstudium/bachelor/e-learning-studium/","200","OK","3073","0","","","E-Learning Studium | 100% flexibles Fernstudium | EHiP","","B.A. E-Learning-Management","","Du interessierst dich für digitale Lerntechniken? Starte das E-Learning Studium an der EHiP! ✓Komplett online ▲ Jetzt beraten lassen!","","https://www.ehip.eu/fernstudium/bachelor/e-learning-studium/","","122","0","64","0","13","0","index,follow","","https://www.ehip.eu/fernstudium/bachelor/e-learning-studium/","https://www.ehip.eu/fernstudium/bachelor/e-learning-studium/","","","","",""
"https://www.ehip.eu/kalender-studienberatung/","200","OK","55","0","","","Terminvereinbarung der Studienberatung","","","","Vereinbare jetzt einen persönlichen Beratungstermin mit unserer Studienberatung. Dein EHiP Team unterstützt dich in allen Fragen zu deinem Studium.","","","","122","0","58","0","8","0","noindex,nofollow","","https://www.ehip.eu/kalender-studienberatung/","https://www.ehip.eu/kalender-studienberatung/","","","","",""
"https://www.ehip.eu/study-guide/voraussetzungen/","200","OK","117","0","","","Voraussetzungen Studium | EHiP","","","","Erfüllst du die Voraussetzungen für ein Studium? Entdecke deine Möglichkeiten für ein Studium bei uns! ✓100 % flexibel ▲ Erfahre hier mehr!","","https://www.ehip.eu/study-guide/voraussetzungen/","","122","0","64","0","8","0","index,follow","","https://www.ehip.eu/study-guide/voraussetzungen/","https://www.ehip.eu/study-guide/voraussetzungen/","","","","",""
"https://www.ehip.eu/fernstudium/bachelor/bwl-fernstudium/","200","OK","4190","0","","","BWL Fernstudium | 100% online studieren | EHiP","","B.A. Betriebswirtschaftslehre","","Ein BWL Fernstudium ist langweilig und trocken? Nicht bei uns! ✓Komplett ortsunabhängig ▲ Jetzt informieren!","","https://www.ehip.eu/fernstudium/bachelor/bwl-fernstudium/","","122","0","74","0","13","0","index,follow","","https://www.ehip.eu/fernstudium/bachelor/bwl-fernstudium/","https://www.ehip.eu/fernstudium/bachelor/bwl-fernstudium/","","","","",""
"https://www.ehip.eu/study-guide/pruefungsformen/","200","OK","804","0","","","Online-Prüfungsformen an der EHiP","","","","Du hältst an der EHiP das Steuer in der Hand und entscheidest, zu welchem Zeitpunkt du deine Prüfung schreiben möchtest! ▲ Jetzt informieren!","","https://www.ehip.eu/study-guide/pruefungsformen/","","122","0","59","0","8","0","index,follow","","https://www.ehip.eu/study-guide/pruefungsformen/","https://www.ehip.eu/study-guide/pruefungsformen/","","","","",""
"https://www.ehip.eu/study-guide/warum-ehip/","200","OK","572","0","","","Deshalb an der EHiP studieren | EHiP","","","","Deine Bedürfnisse, deine Lebensrealität und deine Ziele stehen bei uns im Fokus ✓100 % online studieren ▲ Erfahre jetzt mehr!","","https://www.ehip.eu/study-guide/warum-ehip/","","122","0","59","0","8","0","index,follow","","https://www.ehip.eu/study-guide/warum-ehip/","https://www.ehip.eu/study-guide/warum-ehip/","","","","",""
"https://www.ehip.eu/fernstudium/bachelor/fernstudium-ernaehrungsberatung-ernaehrungsmanagement/","200","OK","3263","0","","","Ernährungsberatung und -management Fernstudium | EHiP","","B.A. Ernährungsberatung und -management","","Bei uns wirst du zum Profi in Sachen Ernährungsberatung und Ernährungsmanagement! ✓Berufsbegleitend ▲ Jetzt starten!","","https://www.ehip.eu/fernstudium/bachelor/fernstudium-ernaehrungsberatung-ernaehrungsmanagement/","","5","0","72","0","13","0","index,follow","","https://www.ehip.eu/fernstudium/bachelor/fernstudium-ernaehrungsberatung-ernaehrungsmanagement/","https://www.ehip.eu/fernstudium/bachelor/fernstudium-ernaehrungsberatung-ernaehrungsmanagement/","","","","",""
"https://www.ehip.eu/study-guide/studium-alleinerziehend/","200","OK","1481","0","","","Studium als Alleinerziehende*r | EHiP","","","","Du hast Nachwuchs, den du alleine erziehst und möchtest trotzdem studieren? Wir bieten dir ein familienfreundliches Studienkonzept! ▲ Informiere dich jetzt!","","https://www.ehip.eu/study-guide/studium-alleinerziehend/","","122","0","59","0","8","0","index,follow","","https://www.ehip.eu/study-guide/studium-alleinerziehend/","https://www.ehip.eu/study-guide/studium-alleinerziehend/","","","","",""
"https://www.ehip.eu/coming-soon-duale-studiengaenge/","200","OK","1030","0","","","Coming Soon: Duale Fernstudiengänge","","Coming Soon:Theorie trifft Praxis unsere neuen dualen Fernstudiengänge","","Melde dich jetzt und starte schon bald in dein duales Studium!","","","","2","0","61","0","8","0","index,follow","","https://www.ehip.eu/coming-soon-duale-studiengaenge/","https://www.ehip.eu/coming-soon-duale-studiengaenge/","","","","",""
"https://www.ehip.eu/study-guide/wegweiser/","200","OK","688","0","","","Dein Wegweiser zum Studium | EHiP","","","","Wir unterstützen dich, damit du dein Studium gezielt und strukturiert angehen kannst. ✓Kompetent, individuell und persönlich ▲ Jetzt beraten lassen!","","https://www.ehip.eu/study-guide/wegweiser/","","122","0","60","0","8","0","index,follow","","https://www.ehip.eu/study-guide/wegweiser/","https://www.ehip.eu/study-guide/wegweiser/","","","","",""
"https://www.ehip.eu/fernstudium/bachelor/international-management-studium/","200","OK","3251","0","","","International Management Studium | 100% online studieren | EHIP","","B.A. Business Administration","","Starte dein International Management Studium und mach deine Karriere global! ✓Berufsbegleitend & 100 % online ▲ Jetzt informieren!","","https://www.ehip.eu/fernstudium/bachelor/international-management-studium/","","122","0","67","0","13","0","index,follow","","https://www.ehip.eu/fernstudium/bachelor/international-management-studium/","https://www.ehip.eu/fernstudium/bachelor/international-management-studium/","","","","",""
"https://www.ehip.eu/infoveranstaltung/","200","OK","463","0","","","Online Infoveranstaltungen EHiP","","","","Melde dich jetzt für die Online-Informationsveranstaltung an und erfahre alles über dein Studium an der EHiP!","","","","122","0","59","0","8","0","noindex,nofollow","","https://www.ehip.eu/infoveranstaltung/","https://www.ehip.eu/infoveranstaltung/","","","","",""
"https://www.ehip.eu/study-guide/studieren-mit-familie/","200","OK","946","0","","","Erfolgreich studieren mit Familie | EHiP","","","","Du hast Familie und möchtest studieren? Wir bieten dir die Freiheit und Flexibilität dafür! ▲ Informiere dich jetzt!","","https://www.ehip.eu/study-guide/studieren-mit-familie/","","122","0","59","0","8","0","index,follow","","https://www.ehip.eu/study-guide/studieren-mit-familie/","https://www.ehip.eu/study-guide/studieren-mit-familie/","","","","",""
"https://www.ehip.eu/fernstudium/bachelor/fernstudium-personalmanagement/","200","OK","3015","0","","","100% flexibles Fernstudium Personalmanagement | EHIP","","B.A. Personalmanagement","","Unser Fernstudium Personalmanagement macht dich fit für neue Entwicklungen im Recruiting! ✓100 % ortsunabhängig ▲ Erfahre hier mehr!","","https://www.ehip.eu/fernstudium/bachelor/fernstudium-personalmanagement/","","122","0","66","0","13","0","index,follow","","https://www.ehip.eu/fernstudium/bachelor/fernstudium-personalmanagement/","https://www.ehip.eu/fernstudium/bachelor/fernstudium-personalmanagement/","","","","",""
"https://www.ehip.eu/study-guide/dein-anmeldeprozess/","200","OK","486","0","","","Deine Anmeldung zum Studium | EHiP","","","","Worauf wartest du? Sicher dir deinen Studienplatz und starte dein Traumstudium an der EHiP! ✓Unkompliziert & einfach ▲ Melde dich jetzt an!","","https://www.ehip.eu/study-guide/dein-anmeldeprozess/","","122","0","59","0","8","0","index,follow","","https://www.ehip.eu/study-guide/dein-anmeldeprozess/","https://www.ehip.eu/study-guide/dein-anmeldeprozess/","","","","",""
"https://www.ehip.eu/study-guide/deine-finanzierungsmoeglichkeiten/","200","OK","1382","0","","","Finanzierungsmöglichkeiten Studium | EHiP","","","","Du möchtest mit einem Fernstudium durchstarten, benötigst aber finanzielle Unterstützung? Wir zeigen dir, welche Möglichkeiten du hast! ▲ Jetzt informieren!","","https://www.ehip.eu/study-guide/deine-finanzierungsmoeglichkeiten/","","122","0","59","0","29","0","index,follow","","https://www.ehip.eu/study-guide/deine-finanzierungsmoeglichkeiten/","https://www.ehip.eu/study-guide/deine-finanzierungsmoeglichkeiten/","","","","",""
"https://www.ehip.eu/impressum/","200","OK","322","0","","","Impressum | EHIP","","IMPRESSUM","","Hier findest du das offizielle Impressum der Hochschule EHIP.","","https://www.ehip.eu/impressum/","","122","0","58","0","9","0","index,follow","","https://www.ehip.eu/impressum/","https://www.ehip.eu/impressum/","","","","",""
"https://www.ehip.eu/study-guide/deine-studieninformationen/","200","OK","426","0","","","Studieninformationen | EHiP","","","","Du brauchst mehr Informationen zu deinem Traumstudium? Die erhältst du hier! ✓Unkompliziert, individuell und persönlich ▲ Jetzt beraten lassen!","","https://www.ehip.eu/study-guide/deine-studieninformationen/","","122","0","60","0","8","0","index,follow","","https://www.ehip.eu/study-guide/deine-studieninformationen/","https://www.ehip.eu/study-guide/deine-studieninformationen/","","","","",""
"https://www.ehip.eu/fernstudium/bachelor/gesundheitsmanagement-studium/","200","OK","3762","0","","","Bachelor Gesundheitsmanagement Studium | EHIP Hochschule","","B.A. Gesundheitsmanagement","","Starte dein Gesundheitsmanagement Studium und mach dich bereit für spannende Aufgaben! ✓Praxisorientiert ▲ Jetzt informieren!","","https://www.ehip.eu/fernstudium/bachelor/gesundheitsmanagement-studium/","","122","0","69","0","13","0","index,follow","","https://www.ehip.eu/fernstudium/bachelor/gesundheitsmanagement-studium/","https://www.ehip.eu/fernstudium/bachelor/gesundheitsmanagement-studium/","","","","",""
"https://www.ehip.eu/fernstudium/","200","OK","1036","0","","","Studieren im Fernstudium | EHiP","","Fernstudium Studiengänge","","EHiP - Studiere an der flexibelsten Fernhochschule! ✓komplett ortsunabhängig studieren inkl. Klausuren ✓täglich starten ▲ Informiere dich jetzt!","","https://www.ehip.eu/fernstudium/","","122","0","60","0","8","0","index,follow","","https://www.ehip.eu/fernstudium/","https://www.ehip.eu/fernstudium/","","","","",""
"https://www.ehip.eu/hochschule/","200","OK","67","0","","","Hochschule | EHIP","","","","Selbstbestimmt und individuell: EHIP - Europäische Hochschule für Innovation und Perspektive! Mit einem komplett virtuellen Student-Life-Cycle. ▲ Jetzt informieren!","","https://www.ehip.eu/hochschule/","","122","0","59","0","8","0","index,follow","","https://www.ehip.eu/hochschule/","https://www.ehip.eu/hochschule/","","","","",""
"https://www.ehip.eu/study-guide/","200","OK","298","0","","","Study Guide | EHiP","","Dein Study Guide","","Unser Study Guide bietet dir nützliche Orientierungshilfen zur optimalen Planung & Absolvierung deines Studiums an der EHiP! ▲ Informiere dich jetzt!","","https://www.ehip.eu/study-guide/","","122","0","59","0","8","0","index,follow","","https://www.ehip.eu/study-guide/","https://www.ehip.eu/study-guide/","","","","",""
"https://www.ehip.eu/study-guide/dein-leben-dein-studium/","200","OK","174","0","","","Dein Leben, dein Studium | EHiP","","","","Dein Leben ist einmalig! Wir zeigen dir wertvolle Tipps, wie du dein Studium in deine Lebensrealität integrieren kannst. ▲ Informiere dich jetzt!","","https://www.ehip.eu/study-guide/dein-leben-dein-studium/","","122","0","59","0","8","0","index,follow","","https://www.ehip.eu/study-guide/dein-leben-dein-studium/","https://www.ehip.eu/study-guide/dein-leben-dein-studium/","","","","",""
"https://www.ehip.eu/study-guide/deine-lernwelt/","200","OK","159","0","","","Deine Lernwelt | EHiP","","","","Deine Lernwelt an der EHiP stellt sicher, dass du das Studium in deinen persönlichen Alltag integrieren kannst! ✓100 % online ▲ Erfahre hier mehr!","","https://www.ehip.eu/study-guide/deine-lernwelt/","","122","0","59","0","8","0","index,follow","","https://www.ehip.eu/study-guide/deine-lernwelt/","https://www.ehip.eu/study-guide/deine-lernwelt/","","","","",""
"https://www.ehip.eu/study-guide/dein-studium/","200","OK","290","0","","","Dein Studium an der EHiP","","","","Damit dein Studium zum Erfolg wird, findest du hier relevante Informationen für deinen Startschuss an der EHiP! ▲ Informiere dich jetzt!","","https://www.ehip.eu/study-guide/dein-studium/","","122","0","60","0","8","0","index,follow","","https://www.ehip.eu/study-guide/dein-studium/","https://www.ehip.eu/study-guide/dein-studium/","","","","",""
"https://www.ehip.eu/wer-kann-bei-uns-studieren/","200","OK","1039","0","","","Wer kann bei uns studieren? | EHIP","","Wer kann an der EHIP studieren?","","Studieren neben dem Beruf ist an der EHIP - Europäischen Hochschule für Innovation und Perspektive kein Problem. Auch ohne Abitur! ▲ Jetzt informieren!","","https://www.ehip.eu/wer-kann-bei-uns-studieren/","","4","0","66","0","8","0","index,follow","","https://www.ehip.eu/wer-kann-bei-uns-studieren/","https://www.ehip.eu/wer-kann-bei-uns-studieren/","","","","",""
"https://www.ehip.eu/bachelor-of-arts/","200","OK","1004","0","","","Bachelor werden im Fernstudium | EHiP","","Bachelor of Arts","","Was ist ein Bachelor of Arts (B.A.)? Der Bachelor ist der erste akademische Grad, den du an einer Hochschule erwerben kannst! ▲ Erfahre alles zu diesem Abschluss!","","https://www.ehip.eu/bachelor-of-arts/","","38","0","62","0","8","0","index,follow","","https://www.ehip.eu/bachelor-of-arts/","https://www.ehip.eu/bachelor-of-arts/","","","","",""
"https://www.ehip.eu/ueber-uns/","200","OK","825","0","","","Über uns | EHiP","","Über uns","","Wir sind eine Fernhochschule, die es sich zur Aufgabe gemacht hat, Studierenden ein flexibles, praxisnahes und vollständig digitales Bildungsangebot zu unterbreiten. ▲ Informiere dich jetzt!","","https://www.ehip.eu/ueber-uns/","","122","0","59","0","8","0","index,follow","","https://www.ehip.eu/ueber-uns/","https://www.ehip.eu/ueber-uns/","","","","",""
"https://www.ehip.eu/study-guide/anrechnung-und-anerkennung/","200","OK","772","0","","","Anrechnung und Anerkennung im Studium | EHiP","","","","Bei uns erfahren deine bisherigen Erfolge Wertschätzung. Lass dir Vorleistungen für dein Studium anrechnen! ▲ Jetzt beraten lassen!","","https://www.ehip.eu/study-guide/anrechnung-und-anerkennung/","","122","0","60","0","8","0","index,follow","","https://www.ehip.eu/study-guide/anrechnung-und-anerkennung/","https://www.ehip.eu/study-guide/anrechnung-und-anerkennung/","","","","",""
"https://www.ehip.eu/studienplatz-sichern/","200","OK","435","0","","","Anmeldung Studium EHiP","","Tut uns Leid","","","","https://www.ehip.eu/studienplatz-sichern/","","122","0","59","0","8","0","noindex,nofollow","","https://www.ehip.eu/studienplatz-sichern/","https://www.ehip.eu/studienplatz-sichern/","","","","",""
