"Adresse","Indexierbarkeit","Indexierbarkeitsstatus","Crawltiefe","Link Score","Inlinks","Einzigartige Inlinks","Einzigartige JS-Inlinks","% von Gesamt","Outlinks","Einzigartige Outlinks","Einzigartige JS-Outlinks","Externe Outlinks","Einzigartige externe Outlinks","Einzigartige externe JS-Outlinks"
"https://www.ehip.eu/bachelor-ernaehrungswissenschaften/","Indexierbar","","2","","6","2","0","1,640","162","62","0","10","8","0"
"https://www.ehip.eu/fernstudium/bachelor/nachhaltige-ernaehrung-studium/","Indexierbar","","2","","14","7","0","5,740","169","65","0","15","13","0"
"https://www.ehip.eu/fernstudium/bachelor/ernaehrungskommunikation-studium/","Indexierbar","","2","","15","8","0","6,560","168","67","0","15","13","0"
"https://www.ehip.eu/fernstudium/bachelor/ernaehrungstherapie-studium/","Indexierbar","","2","","15","7","0","5,740","172","68","0","15","13","0"
"https://www.ehip.eu/datenschutz/aufbewahrungs-und-speicherrichtlinie/","Nicht indexierbar","noindex","2","","6","2","0","1,640","141","59","0","9","8","0"
"https://www.ehip.eu/studieninformationen-anfordern/?alias=fernstudium-sportwissenschaft-ernaehrungswissenschaft&titel=B.A. Sport- und Ernährungswissenschaft","Nicht indexierbar","Canonicalised,noindex","2","","2","1","0","0,820","147","61","0","10","8","0"
"https://www.ehip.eu/fernstudium/bachelor/ernaehrungstherapie-fernstudium/","Indexierbar","","2","","13","5","0","4,100","171","70","0","15","13","0"
"https://www.ehip.eu/fernstudium/bachelor/betriebliches-gesundheitsmanagement-ernaehrung-fernstudium/","Nicht indexierbar","Canonicalised","2","","10","4","0","3,280","169","69","0","15","13","0"
"https://www.ehip.eu/fernstudium/bachelor/ernaehrungscoach-studium/","Indexierbar","","2","","12","5","0","4,100","171","68","0","15","13","0"
"https://www.ehip.eu/fernstudium/bachelor/bewegungstherapie-studium/","Indexierbar","","2","","12","5","0","4,100","170","68","0","15","13","0"
"https://www.ehip.eu/fernstudium/bachelor/personal-training-studium/","Indexierbar","","2","","11","4","0","3,280","172","71","0","15","13","0"
"https://www.ehip.eu/bwl-berufsbegleitend/","Indexierbar","","2","","16","6","0","4,920","167","67","0","10","8","0"
"https://www.ehip.eu/bwl-studium/","Indexierbar","","2","","6","2","0","1,640","162","70","0","10","8","0"
"https://www.ehip.eu/bwl-bachelor/","Indexierbar","","2","","13","5","0","4,100","165","66","0","10","8","0"
"https://www.ehip.eu/studieninformationen-anfordern/?alias=bwl-fernstudium&titel=B.A. Betriebswirtschaftslehre","Nicht indexierbar","Canonicalised,noindex","2","","7","2","0","1,640","147","61","0","10","8","0"
"https://www.ehip.eu/bwl-schwerpunkt/","Indexierbar","","2","","7","3","0","2,460","167","70","0","10","8","0"
"https://www.ehip.eu/bwl-studium-berufe/","Indexierbar","","2","","10","4","0","3,280","165","66","0","10","8","0"
"https://www.ehip.eu/studieren-mit-oesterreichischer-vorbildung/","Indexierbar","","2","","8","2","0","1,640","160","60","0","10","8","0"
"https://www.ehip.eu/studieren-mit-auslaendischer-vorbildung/","Indexierbar","","2","","8","2","0","1,640","159","60","0","11","9","0"
"https://www.ehip.eu/studieren-mit-ausbildung/","Indexierbar","","2","","8","2","0","1,640","154","61","0","9","8","0"
"https://www.ehip.eu/studieren-mit-abitur/","Indexierbar","","2","","13","4","0","3,280","154","60","0","9","8","0"
"https://www.ehip.eu/studieninformationen-anfordern/?alias=e-learning-studium&titel=B.A. E-Learning-Management","Nicht indexierbar","Canonicalised,noindex","2","","8","2","0","1,640","147","61","0","10","8","0"
"https://www.ehip.eu/fernstudium/bachelor/technische-betriebswirtschaft-studium/","Indexierbar","","2","","16","9","0","7,380","169","69","0","15","13","0"
"https://www.ehip.eu/fernstudium/bachelor/digitalisierung-studium/","Indexierbar","","2","","16","9","0","7,380","174","68","0","15","13","0"
"https://www.ehip.eu/studieninformationen-anfordern/?alias=digital-marketing-studium&titel=B.A. Digital Marketing","Nicht indexierbar","Canonicalised,noindex","2","","8","2","0","1,640","147","61","0","10","8","0"
"https://www.ehip.eu/fernstudium/bachelor/fernstudium-human-resources/","Indexierbar","","2","","17","10","0","8,200","171","70","0","15","13","0"
"https://www.ehip.eu/fernstudium/bachelor/e-commerce-studium/","Indexierbar","","2","","17","10","0","8,200","171","69","0","15","13","0"
