"Adresse","Inhaltstyp","Status-Code","Status","HTTP-Version","Indexierbarkeit","Indexierbarkeitsstatus","Canonical-Linkelement 1","Meta Robots 1","X-Robots-Tag 1"
"https://www.ehip.eu/datenschutz/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","","index,follow",""
"https://www.ehip.eu/hochschule/team/","text/html; charset=UTF-8","200","OK","1.1","Nicht indexierbar","noindex","https://www.ehip.eu/hochschule/team/","noindex,nofollow",""
"https://www.ehip.eu/vertrag-kuendigen/","text/html; charset=UTF-8","200","OK","1.1","Nicht indexierbar","noindex","https://www.ehip.eu/vertrag-kuendigen/","noindex,nofollow",""
"https://www.ehip.eu/fernstudium/bachelor/fernstudium-sportwissenschaft-ernaehrungswissenschaft/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/fernstudium-sportwissenschaft-ernaehrungswissenschaft/","index,follow",""
"https://www.ehip.eu/ueber-uns/fernstudium-erfahrungen/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/ueber-uns/fernstudium-erfahrungen/","index,follow",""
"https://www.ehip.eu/study-guide/studieren-aus-dem-ausland/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/studieren-aus-dem-ausland/","index,follow",""
"https://www.ehip.eu/study-guide/deine-studienberatung/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/deine-studienberatung/","index,follow",""
"https://www.ehip.eu/kontaktformular/","text/html; charset=UTF-8","200","OK","1.1","Nicht indexierbar","noindex","https://www.ehip.eu/kontaktformular/","noindex,nofollow",""
"https://www.ehip.eu/study-guide/deine-bruecke-zu-uns/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/deine-bruecke-zu-uns/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/digital-marketing-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/digital-marketing-studium/","index,follow",""
"https://www.ehip.eu/study-guide/studium-und-job/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/studium-und-job/","index,follow",""
"https://www.ehip.eu/bachelor-studiengaenge/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/bachelor-studiengaenge/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/e-learning-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/e-learning-studium/","index,follow",""
"https://www.ehip.eu/kalender-studienberatung/","text/html; charset=UTF-8","200","OK","1.1","Nicht indexierbar","noindex","","noindex,nofollow",""
"https://www.ehip.eu/study-guide/voraussetzungen/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/voraussetzungen/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/bwl-fernstudium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/bwl-fernstudium/","index,follow",""
"https://www.ehip.eu/study-guide/pruefungsformen/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/pruefungsformen/","index,follow",""
"https://www.ehip.eu/study-guide/warum-ehip/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/warum-ehip/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/fernstudium-ernaehrungsberatung-ernaehrungsmanagement/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/fernstudium-ernaehrungsberatung-ernaehrungsmanagement/","index,follow",""
"https://www.ehip.eu/study-guide/studium-alleinerziehend/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/studium-alleinerziehend/","index,follow",""
"https://www.ehip.eu/coming-soon-duale-studiengaenge/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","","index,follow",""
"https://www.ehip.eu/study-guide/wegweiser/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/wegweiser/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/international-management-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/international-management-studium/","index,follow",""
"https://www.ehip.eu/infoveranstaltung/","text/html; charset=UTF-8","200","OK","1.1","Nicht indexierbar","noindex","","noindex,nofollow",""
"https://www.ehip.eu/study-guide/studieren-mit-familie/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/studieren-mit-familie/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/fernstudium-personalmanagement/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/fernstudium-personalmanagement/","index,follow",""
"https://www.ehip.eu/study-guide/dein-anmeldeprozess/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/dein-anmeldeprozess/","index,follow",""
"https://www.ehip.eu/study-guide/deine-finanzierungsmoeglichkeiten/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/deine-finanzierungsmoeglichkeiten/","index,follow",""
"https://www.ehip.eu/impressum/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/impressum/","index,follow",""
"https://www.ehip.eu/study-guide/deine-studieninformationen/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/deine-studieninformationen/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/gesundheitsmanagement-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/gesundheitsmanagement-studium/","index,follow",""
"https://www.ehip.eu/fernstudium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/","index,follow",""
"https://www.ehip.eu/hochschule/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/hochschule/","index,follow",""
"https://www.ehip.eu/study-guide/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/","index,follow",""
"https://www.ehip.eu/study-guide/dein-leben-dein-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/dein-leben-dein-studium/","index,follow",""
"https://www.ehip.eu/study-guide/deine-lernwelt/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/deine-lernwelt/","index,follow",""
"https://www.ehip.eu/study-guide/dein-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/dein-studium/","index,follow",""
"https://www.ehip.eu/wer-kann-bei-uns-studieren/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/wer-kann-bei-uns-studieren/","index,follow",""
"https://www.ehip.eu/bachelor-of-arts/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/bachelor-of-arts/","index,follow",""
"https://www.ehip.eu/ueber-uns/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/ueber-uns/","index,follow",""
"https://www.ehip.eu/study-guide/anrechnung-und-anerkennung/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/anrechnung-und-anerkennung/","index,follow",""
"https://www.ehip.eu/studienplatz-sichern/","text/html; charset=UTF-8","200","OK","1.1","Nicht indexierbar","noindex","https://www.ehip.eu/studienplatz-sichern/","noindex,nofollow",""
"https://www.ehip.eu/wirtschaft-und-management-bachelorstudiengaenge/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/wirtschaft-und-management-bachelorstudiengaenge/","index,follow",""
"https://www.ehip.eu/study-guide/bafoeg-fernstudium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/bafoeg-fernstudium/","index,follow",""
"https://www.ehip.eu/study-guide/studieren-direkt-nach-abitur/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/studieren-direkt-nach-abitur/","index,follow",""
"https://www.ehip.eu/gesundheit-bachelorstudiengaenge/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/gesundheit-bachelorstudiengaenge/","index,follow",""
"https://www.ehip.eu/study-guide/lernkonzept-focus/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","","index,follow",""
"https://www.ehip.eu/study-guide/online-campus/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/study-guide/online-campus/","index,follow",""
"https://www.ehip.eu/studieren-als-fachwirt-betriebswirt-meister/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/studieren-als-fachwirt-betriebswirt-meister/","index,follow",""
"https://www.ehip.eu/studienplatz-sichern/?id=","text/html; charset=UTF-8","200","OK","1.1","Nicht indexierbar","Canonicalised,noindex","https://www.ehip.eu/studienplatz-sichern/","noindex,nofollow",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-controlling-im-gesundheitswesen-m-w-d/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-controlling-im-gesundheitswesen-m-w-d/","index,follow",""
"https://www.ehip.eu/hochschule/karriere/professur-fuer-quantitative-bwl-m-w-d/","text/html; charset=UTF-8","200","OK","1.1","Nicht indexierbar","noindex","https://www.ehip.eu/hochschule/karriere/professur-fuer-quantitative-bwl-m-w-d/","noindex,nofollow",""
"https://www.ehip.eu/fernstudium/bachelor/fitnesswissenschaft-fernstudium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/fitnesswissenschaft-fernstudium/","index,follow",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-digitale-marktforschung-und-big-data-management-m-w-d/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-digitale-marktforschung-und-big-data-management-m-w-d/","index,follow",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-accounting-2-jahresabschluss-m-w-d/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-accounting-2-jahresabschluss-m-w-d/","index,follow",""
"https://www.ehip.eu/hochschule/karriere/professur-fuer-wirtschaftspsychologie-m-w-d/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/hochschule/karriere/professur-fuer-wirtschaftspsychologie-m-w-d/","index,follow",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-zum-thema-beschaffung-und-logistik-m-w-d/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-zum-thema-beschaffung-und-logistik-m-w-d/","index,follow",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-betriebliches-management-und-controlling-m-w-d/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-betriebliches-management-und-controlling-m-w-d/","index,follow",""
"https://www.ehip.eu/hochschule/karriere/mitarbeiter-studienberatung-vertrieb-b2c-m-w-d/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/hochschule/karriere/mitarbeiter-studienberatung-vertrieb-b2c-m-w-d/","index,follow",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-kommunikation-und-verhandlungsfuehrung-im-gesundheitswesen-m-w-d/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-kommunikation-und-verhandlungsfuehrung-im-gesundheitswesen-m-w-d/","index,follow",""
"https://www.ehip.eu/hochschule/karriere/professur-digitalisierung-und-unternehmen-m-w-d/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/hochschule/karriere/professur-digitalisierung-und-unternehmen-m-w-d/","index,follow",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-investition-und-finanzierung-im-gesundheitswesen-m-w-d/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-investition-und-finanzierung-im-gesundheitswesen-m-w-d/","index,follow",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-investition-und-finanzierung-m-w-d/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-investition-und-finanzierung-m-w-d/","index,follow",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-unternehmenssteuern-in-brd-europa-steuerrecht-m-w-d/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-unternehmenssteuern-in-brd-europa-steuerrecht-m-w-d/","index,follow",""
"https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-ernaehrungssoziologie-und-oekonomie-m-w-d/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/hochschule/karriere/freiberuflicher-autor-ernaehrungssoziologie-und-oekonomie-m-w-d/","index,follow",""
"https://www.ehip.eu/kontakt-duale-studiengaenge-unternehmen/","text/html; charset=UTF-8","200","OK","1.1","Nicht indexierbar","noindex","https://www.ehip.eu/kontakt-duale-studiengaenge-unternehmen/","noindex,nofollow",""
"https://www.ehip.eu/fernstudium/bachelor/online-marketing-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/online-marketing-studium/","index,follow",""
"https://www.ehip.eu/eignungspruefung/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/eignungspruefung/","index,follow",""
"https://www.ehip.eu/studieninformationen-anfordern/?alias=sportmanagement-studium&titel=B.A. Sportmanagement","text/html; charset=UTF-8","200","OK","1.1","Nicht indexierbar","Canonicalised,noindex","https://www.ehip.eu/studieninformationen-anfordern/","noindex,nofollow",""
"https://www.ehip.eu/bachelor-sportmanagement/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/bachelor-sportmanagement/","index,follow",""
"https://www.ehip.eu/bachelor-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/bachelor-studium/","index,follow",""
"https://www.ehip.eu/fernstudium-bachelor/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium-bachelor/","index,follow",""
"https://www.ehip.eu/bachelor-studium-berufsbegleitend/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/bachelor-studium-berufsbegleitend/","index,follow",""
"https://www.ehip.eu/studieninformationen-anfordern/?alias=fernstudium-fitnesstraining-fitnessmanagement&titel=B.A. Fitnesstraining und -management","text/html; charset=UTF-8","200","OK","1.1","Nicht indexierbar","Canonicalised,noindex","https://www.ehip.eu/studieninformationen-anfordern/","noindex,nofollow",""
"https://www.ehip.eu/fernstudium/bachelor/vereinsmanagement-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/vereinsmanagement-studium/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/esport-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/esport-studium/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/fitnessmarketing-fernstudium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/fitnessmarketing-fernstudium/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/personal-training-fernstudium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/personal-training-fernstudium/","index,follow",""
"https://www.ehip.eu/studieninformationen-anfordern/?alias=ernaehrungswissenschaften-fernstudium&titel=B.A. Ernährungswissenschaft","text/html; charset=UTF-8","200","OK","1.1","Nicht indexierbar","Canonicalised,noindex","https://www.ehip.eu/studieninformationen-anfordern/","noindex,nofollow",""
"https://www.ehip.eu/fernstudium/bachelor/gesundheits-und-fitnessmanagement-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/gesundheits-und-fitnessmanagement-studium/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/sporttherapie-fernstudium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/sporttherapie-fernstudium/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/sporternaehrung-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/sporternaehrung-studium/","index,follow",""
"https://www.ehip.eu/bachelor-ernaehrungswissenschaften/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/bachelor-ernaehrungswissenschaften/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/nachhaltige-ernaehrung-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/nachhaltige-ernaehrung-studium/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/ernaehrungskommunikation-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/ernaehrungskommunikation-studium/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/ernaehrungstherapie-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/ernaehrungstherapie-studium/","index,follow",""
"https://www.ehip.eu/datenschutz/aufbewahrungs-und-speicherrichtlinie/","text/html; charset=UTF-8","200","OK","1.1","Nicht indexierbar","noindex","","noindex,nofollow",""
"https://www.ehip.eu/studieninformationen-anfordern/?alias=fernstudium-sportwissenschaft-ernaehrungswissenschaft&titel=B.A. Sport- und Ernährungswissenschaft","text/html; charset=UTF-8","200","OK","1.1","Nicht indexierbar","Canonicalised,noindex","https://www.ehip.eu/studieninformationen-anfordern/","noindex,nofollow",""
"https://www.ehip.eu/fernstudium/bachelor/ernaehrungstherapie-fernstudium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/ernaehrungstherapie-fernstudium/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/betriebliches-gesundheitsmanagement-ernaehrung-fernstudium/","text/html; charset=UTF-8","200","OK","1.1","Nicht indexierbar","Canonicalised","https://www.ehip.eu/fernstudium/bachelor/betriebliches-gesundheitsmanagement-ernaehrung-studium/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/ernaehrungscoach-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/ernaehrungscoach-studium/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/bewegungstherapie-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/bewegungstherapie-studium/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/personal-training-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/personal-training-studium/","index,follow",""
"https://www.ehip.eu/bwl-berufsbegleitend/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/bwl-berufsbegleitend/","index,follow",""
"https://www.ehip.eu/bwl-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/bwl-studium/","index,follow",""
"https://www.ehip.eu/bwl-bachelor/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/bwl-bachelor/","index,follow",""
"https://www.ehip.eu/studieninformationen-anfordern/?alias=bwl-fernstudium&titel=B.A. Betriebswirtschaftslehre","text/html; charset=UTF-8","200","OK","1.1","Nicht indexierbar","Canonicalised,noindex","https://www.ehip.eu/studieninformationen-anfordern/","noindex,nofollow",""
"https://www.ehip.eu/bwl-schwerpunkt/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/bwl-schwerpunkt/","index,follow",""
"https://www.ehip.eu/bwl-studium-berufe/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/bwl-studium-berufe/","index,follow",""
"https://www.ehip.eu/studieren-mit-oesterreichischer-vorbildung/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","","index,follow",""
"https://www.ehip.eu/studieren-mit-auslaendischer-vorbildung/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/studieren-mit-auslaendischer-vorbildung/","index,follow",""
"https://www.ehip.eu/studieren-mit-ausbildung/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/studieren-mit-ausbildung/","index,follow",""
"https://www.ehip.eu/studieren-mit-abitur/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/studieren-mit-abitur/","index,follow",""
"https://www.ehip.eu/studieninformationen-anfordern/?alias=e-learning-studium&titel=B.A. E-Learning-Management","text/html; charset=UTF-8","200","OK","1.1","Nicht indexierbar","Canonicalised,noindex","https://www.ehip.eu/studieninformationen-anfordern/","noindex,nofollow",""
"https://www.ehip.eu/fernstudium/bachelor/technische-betriebswirtschaft-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/technische-betriebswirtschaft-studium/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/digitalisierung-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/digitalisierung-studium/","index,follow",""
"https://www.ehip.eu/studieninformationen-anfordern/?alias=digital-marketing-studium&titel=B.A. Digital Marketing","text/html; charset=UTF-8","200","OK","1.1","Nicht indexierbar","Canonicalised,noindex","https://www.ehip.eu/studieninformationen-anfordern/","noindex,nofollow",""
"https://www.ehip.eu/fernstudium/bachelor/fernstudium-human-resources/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/fernstudium-human-resources/","index,follow",""
"https://www.ehip.eu/fernstudium/bachelor/e-commerce-studium/","text/html; charset=UTF-8","200","OK","1.1","Indexierbar","","https://www.ehip.eu/fernstudium/bachelor/e-commerce-studium/","index,follow",""
